代码,名称,收盘价,涨幅%,量比,标签,板块
300285.SZ,国瓷材料,67.43,6.52,1.02,首次★,化工行业
603373.SH,安邦护卫,38.5,6.29,2.82,首次★,其他
600641.SH,先导基电,32.94,6.09,1.02,首次★,房地产
002965.SZ,祥鑫科技,42.92,6.05,1.31,首次★,其他
603678.SH,火炬电子,67.7,5.83,1.09,首次★,电子器件
600522.SH,中天科技,54.15,5.45,0.88,首次★,电子信息
600909.SH,华安证券,8.39,5.4,1.55,首次★,金融
300548.SZ,长芯博创,283.3,5.38,1.53,首次★,其他
688603.SH,天承科技,195.26,5.36,1.96,首次★,其他
688519.SH,南亚新材,356.44,5.36,0.95,首次★,其他
300433.SZ,蓝思科技,48.35,5.15,1.21,首次★,电子器件
002463.SZ,沪电股份,140.64,5.14,1.14,首次★,电子器件
600596.SH,新安股份,15.91,5.09,1.25,首次★,农药化肥
301182.SZ,凯旺科技,94.2,4.91,0.88,首次★,其他
300252.SZ,金信诺,18.5,4.7,1.46,首次★,电器行业
605589.SH,XD圣泉集,67.06,4.54,1.46,首次★,其他
603311.SH,金海高科,40.8,4.43,1.0,首次★,其它行业
688183.SH,生益电子,138.96,4.36,1.28,首次★,电子
300679.SZ,电连技术,63.89,4.36,1.25,首次★,其他
603730.SH,岱美股份,14.15,4.2,2.26,首次★,其他
002125.SZ,湘潭电化,19.9,4.19,1.32,首次★,化工行业
002384.SZ,东山精密,249.06,4.07,1.38,首次★,电子信息
300586.SZ,美联新材,14.38,4.05,1.15,首次★,其他
600869.SH,远东股份,34.0,4.04,0.9,首次★,电力行业
300037.SZ,新宙邦,80.4,3.9,1.25,首次★,化工行业
301418.SZ,协昌科技,49.99,3.89,1.13,首次★,其他
300689.SZ,澄天伟业,61.59,3.88,1.48,首次★,其他
603283.SH,赛腾股份,57.33,3.76,1.06,首次★,其他
003025.SZ,思进智能,17.43,2.95,2.03,首次★,人工智能
300196.SZ,长海股份,28.05,2.9,1.24,首次★,玻璃行业
003013.SZ,地铁设计,16.24,2.65,2.08,首次★,其他
603527.SH,众源新材,14.9,2.62,1.89,首次★,其他
301321.SZ,翰博高新,36.21,2.0,0.9,首次★,其他
300786.SZ,国林科技,21.93,1.95,0.87,首次★,其他
300576.SZ,容大感光,49.88,1.92,0.69,首次★,其他
603225.SH,新凤鸣,21.75,1.87,1.58,首次★,其他
300606.SZ,金太阳,44.6,1.83,0.86,首次★,其他
603226.SH,菲林格尔,59.13,1.69,0.92,首次★,其他
000920.SZ,沃顿科技,14.35,1.56,1.24,首次★,交通运输
688146.SH,中船特气,322.8,1.47,1.1,首次★,军工
301319.SZ,唯特偶,147.36,1.47,0.89,首次★,其他
603150.SH,万朗磁塑,79.9,1.43,0.89,首次★,其他
301031.SZ,中熔电气,126.97,1.43,0.74,首次★,其他
603011.SH,合锻智能,34.6,1.11,1.14,首次★,机械行业
688403.SH,汇成股份,26.96,0.97,0.88,首次★,其他
600114.SH,东睦股份,42.35,0.31,0.7,首次★,机械行业
300481.SZ,濮阳惠成,18.82,0.27,1.44,首次★,其他
000823.SZ,超声电子,20.1,0.05,1.04,首次★,电子器件
002428.SZ,云南锗业,101.2,-0.29,1.49,首次★,有色金属
603679.SH,华体科技,19.34,-0.31,0.59,首次★,其他
603500.SH,祥和实业,13.38,-0.45,0.79,首次★,其他
688777.SH,中控技术,109.45,-0.91,0.7,首次★,其他
605318.SH,法狮龙,132.26,-1.45,0.96,首次★,其他
603681.SH,永冠新材,26.93,-1.68,1.92,首次★,其他
603738.SH,泰晶科技,55.51,-2.46,1.64,首次★,其他
301046.SZ,能辉科技,28.98,-2.91,2.36,首次★,其他
301176.SZ,逸豪新材,81.5,19.99,2.28,持续,其他
300570.SZ,太辰光,263.29,18.55,1.22,持续,其他
300870.SZ,欧陆通,373.0,16.12,1.58,持续,其他
688662.SH,富信科技,134.76,15.31,1.59,持续,其他
688757.SH,胜科纳米,57.55,13.38,1.75,持续,其他
301526.SZ,国际复材,38.68,13.33,1.02,持续,其他
301389.SZ,隆扬电子,109.21,12.31,1.3,持续,电子
688359.SH,三孚新科,173.11,11.05,1.48,持续,其他
300976.SZ,达瑞电子,87.72,10.6,1.37,持续,电子
688456.SH,有研粉材,154.48,10.3,0.91,持续,其他
603002.SH,XD宏昌电,21.09,10.02,0.81,持续,化工行业
002515.SZ,金字火腿,9.11,10.02,0.66,持续,食品行业
605198.SH,安德利,78.41,10.0,2.56,持续,其他
600458.SH,时代新材,17.49,10.0,1.45,持续,塑料制品
001257.SZ,盛龙股份,33.56,10.0,0.86,持续,次新股
603256.SH,宏和科技,251.55,10.0,0.72,持续,其他
601208.SH,东材科技,71.74,10.0,0.57,持续,化工行业
002741.SZ,光华科技,35.85,10.0,0.1,持续,化工行业
002824.SZ,和胜股份,34.91,9.99,1.13,持续,其他
600228.SH,返利科技,8.92,9.99,1.0,持续,化工行业
600110.SH,诺德股份,15.65,9.98,0.06,持续,电力行业
600500.SH,中化国际,9.06,9.95,0.42,持续,物资外贸
301568.SZ,思泰克,112.6,9.46,1.37,持续,其他
688689.SH,银河微电,46.82,9.26,2.27,持续,其他
600498.SH,烽火通信,74.0,9.1,0.91,持续,电子信息
002972.SZ,科安达,15.8,8.67,3.72,持续,其他
003036.SZ,泰坦股份,98.21,8.66,1.27,持续,其他
300489.SZ,光智科技,212.18,8.57,1.16,持续,其他
600176.SH,中国巨石,49.64,8.46,1.28,持续,玻璃行业
603608.SH,天创时尚,28.69,7.94,0.95,持续,其他
603065.SH,宿迁联盛,14.45,7.84,2.77,持续,其他
600183.SH,生益科技,179.4,7.81,1.15,持续,电子器件
301373.SZ,凌玮科技,171.01,7.57,1.47,持续,其他
301188.SZ,力诺药包,63.16,7.27,1.14,持续,医药
300747.SZ,锐科激光,55.66,7.27,1.01,持续,其他
002913.SZ,奥士康,65.79,6.84,1.9,持续,其他
000657.SZ,中钨高新,92.5,6.44,1.03,持续,有色金属
688627.SH,精智达,497.78,6.41,1.07,持续,其他
300825.SZ,阿尔特,17.37,6.24,1.4,持续,其他
688388.SH,嘉元科技,48.93,6.16,1.15,持续,其他
000691.SZ,亚太实业,11.15,6.09,1.48,持续,房地产
600226.SH,亨通股份,8.75,6.06,1.29,持续,农药化肥
300706.SZ,阿石创,80.7,6.04,1.17,持续,其他
688630.SH,芯碁微装,463.8,5.84,0.84,持续,其他
688766.SH,普冉股份,483.5,5.8,1.11,持续,其他
300508.SZ,维宏股份,56.6,5.4,1.02,持续,其他
688598.SH,金博股份,41.49,5.38,1.28,持续,其他
688625.SH,呈和科技,91.78,5.34,1.36,持续,其他
301511.SZ,德福科技,169.63,5.31,1.14,持续,其他
300568.SZ,星源材质,19.68,5.24,1.14,持续,其他
688141.SH,杰华特,136.52,5.1,0.79,持续,其他
301128.SZ,强瑞技术,185.0,4.99,0.68,持续,其他
301196.SZ,唯科科技,201.09,4.85,1.36,持续,其他
688257.SH,新锐股份,101.05,4.8,1.16,持续,其他
301217.SZ,铜冠铜箔,178.17,4.71,1.5,持续,有色金属
002971.SZ,和远气体,59.24,4.33,1.33,持续,其他
301630.SZ,同宇新材,334.5,4.32,1.06,持续,次新股
002636.SZ,金安国纪,101.49,4.26,1.03,持续,电子器件
301536.SZ,星宸科技,110.35,4.1,1.32,持续,其他
301218.SZ,华是科技,44.74,3.9,1.2,持续,其他
300400.SZ,劲拓股份,44.85,3.8,0.99,持续,机械行业
003022.SZ,联泓新科,28.28,3.78,1.28,持续,其他
688167.SH,炬光科技,413.0,3.7,1.49,持续,其他
300936.SZ,中英科技,126.5,3.35,1.41,持续,其他
603124.SH,江南新材,202.45,3.29,0.96,持续,其他
688300.SH,联瑞新材,220.0,3.23,1.13,持续,其他
301362.SZ,民爆光电,232.52,3.22,1.12,持续,电子
688383.SH,新益昌,177.0,3.21,0.86,持续,其他
301021.SZ,英诺激光,107.07,3.05,1.0,持续,其他
001359.SZ,平安电工,121.4,3.01,1.28,持续,金融
601958.SH,金钼股份,28.88,2.89,3.62,持续,有色金属
300234.SZ,开尔新材,11.4,2.89,1.08,持续,陶瓷行业
002815.SZ,崇达技术,19.35,2.54,1.59,持续,其他
002768.SZ,国恩股份,77.67,2.45,1.25,持续,其他
688156.SH,路德科技,29.33,2.44,0.78,持续,其他
002718.SZ,友邦吊顶,110.9,2.21,1.44,持续,家具行业
688059.SH,华锐精密,200.0,2.15,1.35,持续,其他
688020.SH,方邦股份,231.8,2.02,1.02,持续,其他
601137.SH,博威合金,26.38,1.93,0.98,持续,有色金属
688432.SH,有研硅,25.59,1.87,1.06,持续,其他
688045.SH,必易微,78.4,1.29,1.54,持续,其他
688323.SH,瑞华泰,50.25,1.27,1.18,持续,其他
688332.SH,中科蓝讯,118.2,1.2,1.26,持续,其他
603595.SH,ST东尼,26.96,0.75,1.43,持续,其他
688090.SH,瑞松科技,123.89,0.62,1.71,持续,其他
300005.SZ,探路者,17.6,0.34,2.37,持续,服装鞋类
600160.SH,巨化股份,46.7,0.24,1.23,持续,化工行业
688368.SH,晶丰明源,201.5,0.24,0.6,持续,其他
603995.SH,甬金股份,21.35,0.19,1.13,持续,其他
301377.SZ,鼎泰高科,553.58,0.0,1.17,持续,其他
300408.SZ,三环集团,150.22,-0.02,1.32,持续,电子器件
002138.SZ,顺络电子,61.29,-0.02,0.91,持续,电子器件
002832.SZ,比音勒芬,21.58,-0.55,0.93,持续,其他
603335.SH,迪生力,8.81,-0.56,6.05,持续,其他
300031.SZ,宝通科技,26.96,-1.28,0.86,持续,化工行业
688711.SH,宏微科技,38.55,-1.86,0.99,持续,其他
300814.SZ,中富电路,181.37,-1.99,1.05,持续,其他
002937.SZ,兴瑞科技,39.57,-2.1,1.22,持续,其他
003043.SZ,华亚智能,83.28,-2.14,0.73,持续,人工智能
