代码,名称,收盘价,涨幅%,量比,标签,板块
002990.SZ,盛视科技,79.0,6.47,0.91,首次★,其他
003004.SZ,声迅股份,81.55,6.39,1.37,首次★,其他
688268.SH,华特气体,267.5,6.15,0.89,首次★,其他
688671.SH,碧兴物联,35.57,5.58,0.69,首次★,其他
002916.SZ,深南电路,457.9,5.47,1.02,首次★,其他
688110.SH,东芯股份,203.7,5.38,0.87,首次★,其他
688981.SH,中芯国际,158.82,5.18,0.95,首次★,芯片
000810.SZ,创维数字,13.25,5.16,1.34,首次★,电子器件
605588.SH,冠石科技,67.17,4.92,1.59,首次★,其他
300689.SZ,澄天伟业,70.18,4.9,1.34,首次★,其他
603270.SH,金帝股份,33.51,4.72,2.0,首次★,其他
688595.SH,芯海科技,43.86,4.68,1.25,首次★,其他
002636.SZ,金安国纪,119.97,4.37,0.95,首次★,电子器件
002049.SZ,紫光国微,88.75,4.36,1.2,首次★,电子器件
688041.SH,海光信息,370.3,4.36,0.91,首次★,算力
000988.SZ,华工科技,184.61,4.28,1.46,首次★,仪器仪表
600060.SH,海信视像,27.87,3.53,1.4,首次★,家电行业
301127.SZ,武汉天源,20.72,3.24,0.71,首次★,其他
301419.SZ,阿莱德,51.59,3.1,1.45,首次★,其他
688600.SH,皖仪科技,33.28,3.1,1.04,首次★,其他
002129.SZ,TCL中环,12.02,2.47,1.3,首次★,电子器件
688758.SH,赛分科技,22.01,1.76,1.33,首次★,其他
688219.SH,会通股份,12.94,0.08,1.36,首次★,其他
002317.SZ,众生药业,24.57,-1.13,1.18,首次★,生物制药
688172.SH,燕东微,83.66,-2.69,0.9,首次★,其他
688728.SH,格科微,21.04,20.02,1.34,持续,其他
301045.SZ,天禄科技,89.08,20.01,2.01,持续,其他
300671.SZ,富满微,86.16,20.0,1.54,持续,其他
688596.SH,正帆科技,79.06,19.88,1.72,持续,其他
688147.SH,微导纳米,161.88,16.59,1.04,持续,其他
688689.SH,银河微电,64.72,15.82,4.78,持续,其他
688115.SH,思林杰,82.25,15.13,1.1,持续,其他
688361.SH,中科飞测,430.0,14.29,1.17,持续,其他
688362.SH,甬矽电子,96.4,13.48,1.18,持续,电子
688548.SH,广钢气体,52.1,12.07,1.16,持续,其他
688260.SH,昀冢科技,144.0,11.79,1.17,持续,其他
300852.SZ,四会富仕,69.24,11.62,1.6,持续,其他
688019.SH,安集科技,339.46,11.37,1.12,持续,其他
300843.SZ,胜蓝股份,156.25,11.04,1.01,持续,其他
300162.SZ,雷曼光电,13.81,10.92,1.45,持续,电子器件
301392.SZ,汇成真空,288.64,10.54,1.0,持续,其他
688233.SH,神工股份,214.42,10.34,1.39,持续,其他
300655.SZ,晶瑞电材,21.42,10.3,1.29,持续,其他
301528.SZ,多浦乐,81.9,10.08,2.21,持续,其他
603001.SH,奥康国际,14.14,10.04,1.08,持续,服装鞋类
603928.SH,兴业股份,14.8,10.04,1.0,持续,其他
600707.SH,彩虹股份,16.89,10.03,0.6,持续,电子器件
001331.SZ,胜通能源,56.38,10.01,1.28,持续,电力
003043.SZ,华亚智能,99.39,10.01,0.86,持续,人工智能
603290.SH,斯达半导,152.94,10.0,1.27,持续,其他
002119.SZ,康强电子,39.92,10.0,1.19,持续,电子器件
603061.SH,金海通,502.22,10.0,1.17,持续,其他
605111.SH,新洁能,99.14,10.0,0.92,持续,其他
001229.SZ,魅视科技,36.32,9.99,0.49,持续,其他
002106.SZ,莱宝高科,17.52,9.98,0.6,持续,电子器件
688037.SH,芯源微,439.05,9.86,1.01,持续,其他
688629.SH,华丰科技,187.51,9.65,1.29,持续,其他
688669.SH,聚石化学,107.0,9.22,1.13,持续,化工
000021.SZ,深科技,64.27,9.19,1.26,持续,电子信息
688450.SH,光格科技,66.99,8.43,1.61,持续,其他
300382.SZ,斯莱克,23.11,8.4,0.93,持续,机械行业
002409.SZ,雅克科技,224.5,8.21,1.2,持续,化工行业
688610.SH,埃科光电,263.4,8.13,1.12,持续,电子
002972.SZ,科安达,19.56,8.07,1.77,持续,其他
688028.SH,沃尔德,155.87,8.06,0.78,持续,其他
300776.SZ,帝尔激光,214.96,8.02,0.99,持续,其他
688432.SH,有研硅,39.97,7.79,1.64,持续,其他
688256.SH,寒武纪,1595.55,7.66,1.14,持续,其他
300567.SZ,精测电子,317.6,7.66,0.88,持续,电子
301093.SZ,华兰股份,135.63,7.64,2.24,持续,其他
001389.SZ,广合科技,237.25,7.6,1.03,持续,其他
300985.SZ,致远新能,38.5,7.3,1.11,持续,其他
600237.SH,铜峰电子,13.95,7.23,1.17,持续,电子器件
300623.SZ,捷捷微电,44.99,6.97,1.25,持续,其他
301369.SZ,联动科技,245.0,6.85,1.09,持续,其他
002643.SZ,万润股份,20.95,6.78,1.12,持续,化工行业
000672.SZ,上峰材料,23.68,6.38,0.79,持续,水泥行业
300219.SZ,鸿利智汇,10.43,6.32,1.31,持续,电子器件
003026.SZ,中晶科技,45.61,6.07,1.19,持续,其他
688536.SH,XD思瑞浦,364.09,6.06,1.02,持续,其他
300820.SZ,英杰电气,90.23,6.0,1.25,持续,其他
603726.SH,朗迪集团,34.25,5.87,2.49,持续,其他
301178.SZ,天亿马,49.75,5.74,1.4,持续,其他
688396.SH,华润微,97.55,5.49,0.9,持续,其他
688727.SH,恒坤新材,74.8,5.32,1.25,持续,次新股
688123.SH,聚辰股份,212.6,5.25,0.81,持续,其他
688720.SH,艾森股份,101.0,5.21,1.22,持续,其他
002816.SZ,*ST和科,30.07,4.99,1.05,持续,其他
605289.SH,罗曼股份,145.0,4.97,1.04,持续,其他
300373.SZ,扬杰科技,157.23,4.85,0.9,持续,电子器件
000920.SZ,沃顿科技,16.46,4.84,2.12,持续,交通运输
002179.SZ,中航光电,46.2,4.76,1.13,持续,电子器件
688008.SH,澜起科技,309.9,4.67,1.08,持续,其他
300429.SZ,强力新材,17.72,4.6,0.98,持续,化工行业
601133.SH,柏诚股份,44.04,4.58,1.92,持续,其他
688469.SH,芯联集成,10.61,4.53,0.91,持续,其他
688202.SH,美迪西,80.71,4.34,1.14,持续,其他
603223.SH,恒通股份,13.05,4.32,0.75,持续,其他
688392.SH,骄成超声,227.18,4.2,0.96,持续,其他
601636.SH,旗滨集团,10.23,4.18,1.91,持续,玻璃行业
603257.SH,中国瑞林,77.99,4.07,1.07,持续,其他
603650.SH,彤程新材,97.98,3.78,1.23,持续,其他
688721.SH,龙图光罩,58.38,3.71,1.24,持续,其他
600552.SH,凯盛科技,32.58,3.49,1.1,持续,玻璃行业
688686.SH,奥普特,168.39,3.38,1.66,持续,其他
600360.SH,华微电子,14.66,2.95,0.97,持续,电子器件
002635.SZ,安洁科技,20.45,2.92,1.19,持续,电子信息
603283.SH,赛腾股份,80.98,2.84,1.39,持续,其他
300223.SZ,北京君正,248.9,2.83,1.04,持续,电子器件
002371.SZ,北方华创,884.56,2.83,1.02,持续,电子器件
688409.SH,富创精密,306.25,2.77,1.04,持续,其他
000551.SZ,创元科技,20.63,2.74,1.58,持续,机械行业
688012.SH,中微公司,468.5,2.59,1.05,持续,其他
603155.SH,新亚强,28.58,2.55,1.6,持续,其他
688521.SH,芯原股份,371.14,2.52,0.87,持续,其他
002861.SZ,瀛通通讯,22.28,2.44,0.78,持续,其他
688448.SH,磁谷科技,63.56,2.3,1.02,持续,其他
688126.SH,沪硅产业,39.89,2.28,1.03,持续,其他
688652.SH,京仪装备,200.17,2.12,1.1,持续,机械
688578.SH,艾力斯,109.2,2.05,1.29,持续,其他
688266.SH,泽璟制药,116.66,1.97,1.18,持续,医药
300054.SZ,鼎龙股份,105.97,1.89,1.13,持续,化工行业
688120.SH,华海清科,322.18,1.85,1.46,持续,其他
301611.SZ,珂玛科技,180.07,1.73,0.78,持续,其他
688401.SH,路维光电,95.98,1.5,0.94,持续,电子
688627.SH,精智达,715.0,1.42,0.87,持续,其他
600857.SH,宁波中百,19.92,1.32,1.51,持续,商业百货
600630.SH,龙头股份,9.74,1.14,0.97,持续,纺织行业
688072.SH,拓荆科技,832.0,1.09,0.93,持续,其他
300604.SZ,长川科技,341.42,1.04,0.74,持续,其他
688783.SH,西安奕材,61.92,0.96,0.96,持续,次新股
600667.SH,太极实业,29.18,0.86,1.27,持续,电子器件
301328.SZ,维峰电子,71.2,0.56,1.61,持续,电子
688535.SH,华海诚科,187.0,0.53,0.91,持续,其他
688046.SH,药康生物,24.2,0.5,0.97,持续,医药
600206.SH,有研新材,66.6,0.5,0.96,持续,电子器件
688584.SH,上海合晶,35.95,0.42,1.11,持续,其他
688138.SH,清溢光电,47.0,-0.11,1.07,持续,电子
688605.SH,先锋精科,104.02,-0.12,1.25,持续,其他
688347.SH,华虹宏力,336.3,-0.84,0.79,持续,其他
600397.SH,江钨装备,27.23,-0.98,0.84,持续,煤炭行业
688200.SH,华峰测控,525.1,-1.15,1.11,持续,其他
688545.SH,XD兴福电,133.06,-1.19,0.87,持续,其他
603259.SH,药明康德,124.51,-1.32,0.97,持续,医药
600160.SH,巨化股份,53.01,-1.47,0.83,持续,化工行业
603929.SH,亚翔集成,272.02,-1.51,1.28,持续,其他
603163.SH,XD圣晖集,146.5,-1.77,1.44,持续,其他
605178.SH,时空科技,94.82,-2.6,1.94,持续,其他
688530.SH,欧莱新材,96.9,-2.8,0.8,持续,其他
605376.SH,博迁新材,271.3,-2.93,1.01,持续,其他
