代码,名称,收盘价,涨幅%,量比,标签,板块
300868.SZ,杰美特,159.79,9.63,1.03,首次★,其他
600498.SH,烽火通信,82.56,9.63,0.88,首次★,电子信息
300560.SZ,中富通,20.55,9.6,2.06,首次★,其他
600459.SH,贵研铂业,28.59,9.58,1.05,首次★,有色金属
688052.SH,纳芯微,291.68,9.41,1.63,首次★,其他
002636.SZ,金安国纪,114.22,9.4,0.49,首次★,电子器件
688729.SH,屹唐股份,36.15,9.31,2.0,首次★,次新股
688689.SH,银河微电,46.82,9.26,2.27,首次★,其他
301319.SZ,唯特偶,186.0,9.21,0.78,首次★,其他
300586.SZ,美联新材,16.59,9.14,1.11,首次★,其他
600176.SH,中国巨石,58.38,9.12,1.04,首次★,玻璃行业
300491.SZ,通合科技,42.42,9.1,1.24,首次★,其他
300209.SZ,行云科技,31.29,9.1,1.11,首次★,电子信息
300346.SZ,南大光电,70.8,9.09,1.19,首次★,电子器件
600392.SH,盛和资源,34.48,8.91,1.39,首次★,其他
688200.SH,华峰测控,407.9,8.77,0.99,首次★,其他
600888.SH,XD新疆众,14.29,8.75,1.19,首次★,有色金属
688813.SH,泰金新能,207.0,8.68,0.98,首次★,次新股
300820.SZ,英杰电气,79.4,8.63,1.45,首次★,其他
600226.SH,亨通股份,10.58,8.4,1.59,首次★,农药化肥
003013.SZ,地铁设计,16.98,8.36,5.38,首次★,其他
300576.SZ,容大感光,53.92,8.34,1.11,首次★,其他
300903.SZ,科翔股份,110.0,8.29,0.98,首次★,其他
600487.SH,亨通光电,120.13,8.22,0.84,首次★,电子信息
300489.SZ,光智科技,244.0,8.2,0.88,首次★,其他
600906.SH,财达证券,7.86,8.12,1.4,首次★,金融
300037.SZ,新宙邦,89.99,8.04,0.92,首次★,化工行业
002971.SZ,和远气体,72.78,8.01,0.68,首次★,其他
603203.SH,快克智能,65.8,7.9,1.04,首次★,人工智能
600667.SH,太极实业,22.57,7.89,1.17,首次★,电子器件
600030.SH,中信证券,28.64,7.83,2.25,首次★,金融行业
300214.SZ,日科化学,10.21,7.81,1.73,首次★,化工行业
002046.SZ,国机精工,68.65,7.79,1.4,首次★,机械行业
600378.SH,XD昊华科,70.22,7.77,0.89,首次★,化工行业
002106.SZ,莱宝高科,15.15,7.68,1.85,首次★,电子器件
002491.SZ,通鼎互联,34.0,7.66,1.64,首次★,电子信息
600641.SH,先导基电,36.01,7.65,1.23,首次★,房地产
600596.SH,新安股份,16.55,7.61,1.01,首次★,农药化肥
688020.SH,方邦股份,253.8,7.54,0.76,首次★,其他
603995.SH,甬金股份,24.25,7.44,1.34,首次★,其他
688146.SH,中船特气,389.99,7.14,0.82,首次★,军工
600460.SH,士兰微,44.8,7.1,1.32,首次★,电子器件
603001.SH,奥康国际,12.72,6.98,1.96,首次★,服装鞋类
603688.SH,石英股份,86.1,6.89,0.93,首次★,其它行业
002171.SZ,楚江新材,16.43,6.83,1.18,首次★,有色金属
603262.SH,技源集团,30.44,6.77,3.53,首次★,次新股
301021.SZ,英诺激光,132.68,6.71,1.25,首次★,其他
601208.SH,东材科技,79.83,6.68,0.89,首次★,化工行业
301196.SZ,唯科科技,209.28,6.56,0.88,首次★,其他
603020.SH,爱普股份,14.87,6.52,0.84,首次★,食品行业
300558.SZ,贝达药业,58.55,6.49,1.37,首次★,医药
688361.SH,中科飞测,268.57,6.49,0.95,首次★,其他
688181.SH,八亿时空,48.5,6.48,1.34,首次★,其他
603618.SH,杭电股份,55.11,6.45,1.31,首次★,发电设备
688308.SH,欧科亿,200.73,6.45,1.15,首次★,其他
688485.SH,九州一轨,72.27,6.44,1.5,首次★,其他
605376.SH,博迁新材,245.89,6.3,1.25,首次★,其他
688396.SH,华润微,78.2,6.26,1.19,首次★,其他
000922.SZ,佳电股份,14.66,6.23,1.11,首次★,电器行业
002515.SZ,金字火腿,10.22,6.13,1.12,首次★,食品行业
600909.SH,华安证券,9.52,6.13,1.07,首次★,金融
601995.SH,中金公司,35.44,6.11,2.44,首次★,其他
300786.SZ,国林科技,22.49,6.08,1.44,首次★,其他
300497.SZ,富祥股份,20.66,6.06,2.59,首次★,其他
300398.SZ,飞凯材料,48.88,6.03,1.14,首次★,化工行业
688332.SH,中科蓝讯,135.63,5.96,0.82,首次★,其他
002552.SZ,宝鼎科技,76.68,5.93,1.43,首次★,机械行业
300096.SZ,ST易联众,10.38,5.92,1.35,首次★,电子信息
603201.SH,常润股份,20.39,5.76,3.18,首次★,其他
600999.SH,招商证券,19.65,5.76,1.5,首次★,金融行业
002353.SZ,杰瑞股份,173.66,5.75,0.82,首次★,机械行业
300548.SZ,长芯博创,298.09,5.71,1.15,首次★,其他
603991.SH,领先股份,137.06,5.68,1.89,首次★,其他
688249.SH,晶合集成,52.8,5.68,0.97,首次★,其他
300843.SZ,胜蓝股份,133.89,5.59,0.95,首次★,其他
600522.SH,中天科技,59.63,5.45,0.96,首次★,电子信息
605589.SH,XD圣泉集,73.52,5.3,0.98,首次★,其他
688525.SH,佰维存储,406.31,5.21,0.95,首次★,其他
688168.SH,安博通,69.3,5.19,1.3,首次★,其他
002851.SZ,麦格米特,188.79,5.18,1.07,首次★,其他
300776.SZ,帝尔激光,177.89,5.01,1.17,首次★,其他
603595.SH,ST东尼,30.42,5.01,0.08,首次★,其他
300590.SZ,移为通信,16.38,4.93,1.43,首次★,通信
603650.SH,彤程新材,69.16,4.82,0.99,首次★,其他
002179.SZ,中航光电,42.73,4.78,1.5,首次★,电子器件
002824.SZ,和胜股份,39.7,4.69,1.11,首次★,其他
002080.SZ,中材科技,84.32,4.68,1.13,首次★,化纤行业
300570.SZ,太辰光,281.18,4.68,0.98,首次★,其他
688808.SH,联讯仪器,2484.0,4.68,0.66,首次★,次新股
301092.SZ,争光股份,54.72,4.67,1.37,首次★,其他
603738.SH,泰晶科技,61.7,4.66,0.9,首次★,其他
603186.SH,华正新材,249.19,4.65,1.46,首次★,其他
300252.SZ,金信诺,18.69,4.47,1.22,首次★,电器行业
300861.SZ,美畅股份,25.4,4.44,3.48,首次★,其他
603773.SH,沃格光电,172.02,4.44,0.93,首次★,电子
301252.SZ,同星科技,46.03,4.42,0.93,首次★,其他
605566.SH,福莱蒽特,52.4,4.32,0.97,首次★,其他
603261.SH,*ST立航,46.69,4.29,2.75,首次★,其他
688416.SH,恒烁股份,151.04,4.24,1.36,首次★,其他
002579.SZ,中京电子,21.14,4.04,2.09,首次★,电子器件
300373.SZ,扬杰科技,128.11,4.04,1.26,首次★,电子器件
002831.SZ,裕同科技,33.57,3.84,1.46,首次★,其他
688598.SH,金博股份,62.04,3.83,1.83,首次★,其他
603283.SH,赛腾股份,65.0,3.83,0.87,首次★,其他
002281.SZ,光迅科技,276.08,3.71,1.37,首次★,电子信息
300709.SZ,精研科技,65.36,3.65,0.64,首次★,其他
688120.SH,华海清科,235.1,3.63,0.95,首次★,其他
300223.SZ,北京君正,192.75,3.6,1.2,首次★,电子器件
688012.SH,中微公司,372.74,3.54,0.99,首次★,其他
002989.SZ,中天精装,38.67,3.48,1.88,首次★,其他
603125.SH,常青科技,29.72,3.48,1.02,首次★,其他
688469.SH,芯联集成,9.01,3.44,1.18,首次★,其他
002972.SZ,科安达,17.29,3.41,0.68,首次★,其他
688479.SH,友车科技,38.78,3.39,1.49,首次★,其他
001339.SZ,智微智能,131.19,3.36,2.33,首次★,人工智能
688233.SH,神工股份,128.54,3.35,0.81,首次★,其他
002371.SZ,北方华创,745.0,3.32,0.92,首次★,电子器件
688628.SH,优利德,109.59,3.31,1.03,首次★,其他
688507.SH,索辰科技,262.88,3.29,0.92,首次★,其他
600237.SH,铜峰电子,12.6,3.28,1.26,首次★,电子器件
301086.SZ,鸿富瀚,219.99,3.28,0.75,首次★,其他
301132.SZ,满坤科技,48.49,3.24,1.09,首次★,其他
688419.SH,耐科装备,71.49,3.23,0.86,首次★,机械
002138.SZ,顺络电子,73.44,3.2,0.93,首次★,电子器件
002203.SZ,海亮股份,26.3,3.06,1.2,首次★,有色金属
300661.SZ,圣邦股份,136.81,3.04,0.87,首次★,其他
688257.SH,新锐股份,111.8,3.03,1.02,首次★,其他
300814.SZ,中富电路,197.0,2.98,0.85,首次★,其他
301557.SZ,常友科技,94.09,2.94,0.97,首次★,其他
002745.SZ,木林森,11.66,2.91,1.05,首次★,电子器件
688733.SH,壹石通,46.2,2.9,1.26,首次★,其他
300720.SZ,海川智能,83.94,2.87,0.83,首次★,人工智能
300031.SZ,宝通科技,31.49,2.84,1.18,首次★,化工行业
688059.SH,华锐精密,211.7,2.81,1.18,首次★,其他
002859.SZ,洁美科技,102.5,2.78,1.3,首次★,其他
301458.SZ,钧崴电子,62.25,2.76,1.12,首次★,电子
600105.SH,永鼎股份,63.7,2.54,1.05,首次★,电子信息
300623.SZ,捷捷微电,38.41,2.45,1.37,首次★,其他
688600.SH,皖仪科技,31.14,2.43,1.21,首次★,其他
301630.SZ,同宇新材,412.0,2.41,0.96,首次★,次新股
002436.SZ,兴森科技,53.3,2.38,1.02,首次★,电子器件
688511.SH,天微电子,31.6,2.33,0.96,首次★,电子
688646.SH,ST逸飞,72.55,2.23,2.36,首次★,其他
300545.SZ,联得装备,38.38,2.18,1.39,首次★,机械
688450.SH,光格科技,52.94,2.18,1.34,首次★,其他
300553.SZ,集智股份,79.26,2.14,1.34,首次★,其他
600259.SH,中稀有色,118.66,2.05,1.46,首次★,有色金属
300304.SZ,云意电气,18.62,1.86,0.81,首次★,汽车制造
003022.SZ,联泓新科,28.7,1.81,0.82,首次★,其他
002079.SZ,苏州固锝,13.98,1.75,1.17,首次★,电子器件
603519.SH,立霸股份,15.05,1.69,0.88,首次★,家电行业
300508.SZ,维宏股份,59.64,1.62,1.11,首次★,其他
688090.SH,瑞松科技,131.39,1.58,0.79,首次★,其他
301041.SZ,金百泽,37.61,1.35,1.94,首次★,其他
603211.SH,晋拓股份,36.93,1.34,1.41,首次★,其他
605289.SH,罗曼股份,140.25,1.26,0.69,首次★,其他
688378.SH,奥来德,57.65,1.18,1.03,首次★,其他
300308.SZ,中际旭创,1382.33,1.06,0.98,首次★,机械行业
301321.SZ,翰博高新,39.77,0.96,0.86,首次★,其他
688536.SH,XD思瑞浦,344.0,0.88,0.88,首次★,其他
600186.SH,莲花控股,14.4,0.84,1.0,首次★,食品行业
002916.SZ,深南电路,457.34,0.78,1.23,首次★,其他
301536.SZ,星宸科技,113.52,0.78,0.7,首次★,其他
688300.SH,联瑞新材,272.54,0.77,1.42,首次★,其他
300568.SZ,星源材质,20.33,0.74,0.93,首次★,其他
301280.SZ,珠城科技,51.19,0.73,1.31,首次★,其他
002741.SZ,光华科技,41.56,0.63,1.77,首次★,化工行业
301200.SZ,大族数控,338.96,0.58,0.83,首次★,其他
002534.SZ,西子洁能,21.82,0.51,0.87,首次★,机械行业
688549.SH,中巨芯,34.94,0.49,0.94,首次★,其他
688535.SH,华海诚科,153.52,0.41,1.33,首次★,其他
605111.SH,新洁能,74.57,0.36,1.17,首次★,其他
600183.SH,生益科技,184.5,0.34,1.08,首次★,电子器件
688409.SH,富创精密,204.0,0.34,0.67,首次★,其他
301588.SZ,美新科技,41.27,0.32,0.85,首次★,其他
002072.SZ,凯瑞德,9.35,0.21,0.76,首次★,纺织行业
300088.SZ,长信科技,10.39,0.19,0.99,首次★,电子器件
300613.SZ,富瀚微,68.62,0.01,0.99,首次★,其他
300870.SZ,欧陆通,380.0,-0.02,0.88,首次★,其他
002158.SZ,汉钟精机,34.34,-0.03,1.96,首次★,机械行业
300502.SZ,新易盛,579.97,-0.26,0.91,首次★,其他
301045.SZ,天禄科技,64.06,-0.47,0.93,首次★,其他
002577.SZ,雷柏科技,19.39,-0.67,1.84,首次★,电子信息
688082.SH,盛美上海,376.14,-0.69,0.7,首次★,其他
603936.SH,博敏电子,28.42,-0.8,1.12,首次★,电子
300054.SZ,鼎龙股份,91.4,-0.85,0.91,首次★,化工行业
300554.SZ,三超新材,31.48,-0.88,1.56,首次★,其他
300602.SZ,飞荣达,49.08,-0.89,0.86,首次★,其他
300260.SZ,新莱应材,82.21,-0.92,1.03,首次★,机械行业
002965.SZ,祥鑫科技,43.47,-1.02,0.71,首次★,其他
301528.SZ,多浦乐,93.99,-1.05,1.23,首次★,其他
688786.SH,悦安新材,48.77,-1.18,1.05,首次★,其他
688559.SH,海目星,76.64,-1.62,1.08,首次★,其他
002585.SZ,双星新材,14.6,-1.68,0.99,首次★,塑料制品
002463.SZ,沪电股份,145.26,-1.78,0.97,首次★,电子器件
301072.SZ,中捷精工,39.85,-1.87,0.73,首次★,其他
300873.SZ,海晨股份,26.17,-1.91,2.35,首次★,其他
688720.SH,艾森股份,84.15,-1.98,1.03,首次★,其他
002937.SZ,兴瑞科技,41.6,-2.35,0.74,首次★,其他
301070.SZ,开勒股份,84.87,-2.63,0.99,首次★,其他
002803.SZ,吉宏股份,23.27,-2.64,1.25,首次★,其他
688035.SH,德邦科技,100.61,-2.66,0.98,首次★,其他
688665.SH,四方光电,59.84,-2.67,1.04,首次★,电子
002897.SZ,意华股份,94.1,-2.79,1.61,首次★,其他
002484.SZ,江海股份,105.0,-2.83,1.24,首次★,电子器件
300964.SZ,本川智能,111.91,-2.9,0.8,首次★,人工智能
000811.SZ,冰轮环境,44.19,10.01,2.57,持续,机械行业
000823.SZ,超声电子,23.76,10.0,1.19,持续,电子器件
000657.SZ,中钨高新,108.33,10.0,0.69,持续,有色金属
000510.SZ,新金路,24.31,10.0,0.38,持续,化工行业
000070.SZ,特发信息,22.8,9.99,0.34,持续,电子信息
000519.SZ,中兵红箭,22.37,9.98,2.14,持续,机械行业
000831.SZ,中国稀土,66.3,7.11,1.19,持续,有色金属
000021.SZ,深科技,46.68,5.99,1.22,持续,电子信息
000725.SZ,京东方Ａ,6.93,5.8,1.28,持续,电子器件
000668.SZ,荣丰控股,23.43,5.26,1.46,持续,房地产
000608.SZ,阳光股份,7.64,0.66,1.13,持续,房地产
