代码,名称,收盘价,涨幅%,量比,标签,板块
300502.SZ,新易盛,610.49,9.94,1.63,首次★,其他
688813.SH,泰金新能,243.8,9.72,1.16,首次★,次新股
002515.SZ,金字火腿,11.6,9.33,1.01,首次★,食品行业
301308.SZ,江波龙,677.3,9.25,1.17,首次★,其他
688610.SH,埃科光电,246.0,8.62,1.44,首次★,电子
300321.SZ,同大股份,52.95,8.55,1.02,首次★,塑料制品
301200.SZ,大族数控,387.54,8.41,1.05,首次★,其他
603458.SH,勘设股份,15.29,8.36,1.18,首次★,其他
688530.SH,欧莱新材,87.6,8.16,1.08,首次★,其他
002463.SZ,沪电股份,154.99,8.12,1.22,首次★,电子器件
001696.SZ,宗申动力,25.26,7.95,0.96,首次★,摩托车
300033.SZ,同花顺,259.0,7.83,1.4,首次★,电子信息
301458.SZ,钧崴电子,66.78,7.78,1.08,首次★,电子
688559.SH,海目星,81.45,7.64,1.39,首次★,其他
000733.SZ,振华科技,60.9,7.03,1.19,首次★,电子器件
300252.SZ,金信诺,18.62,7.01,1.31,首次★,电器行业
688041.SH,海光信息,360.28,6.88,1.37,首次★,算力
301127.SZ,武汉天源,18.91,6.78,1.04,首次★,其他
002185.SZ,华天科技,22.4,6.77,1.07,首次★,电子器件
600400.SH,红豆股份,3.35,6.69,1.44,首次★,服装鞋类
002452.SZ,长高电气,12.93,6.68,3.21,首次★,电器行业
600906.SH,财达证券,8.0,6.67,1.25,首次★,金融
601066.SH,中信建投,29.56,6.6,1.86,首次★,金融
002522.SZ,浙江众成,8.01,6.52,1.82,首次★,塑料制品
300458.SZ,全志科技,39.97,6.47,2.16,首次★,其他
000725.SZ,京东方Ａ,7.52,6.36,1.15,首次★,电子器件
600563.SH,XD法拉电,190.04,6.31,1.78,首次★,电子器件
301123.SZ,奕东电子,128.99,6.31,0.98,首次★,电子
688268.SH,华特气体,251.99,6.09,0.9,首次★,其他
603588.SH,高能环境,19.6,6.0,1.13,首次★,环保行业
000510.SZ,新金路,26.0,5.99,1.03,首次★,化工行业
300331.SZ,苏大维格,72.86,5.87,0.87,首次★,电子器件
688046.SH,药康生物,22.41,5.81,1.98,首次★,医药
300943.SZ,春晖智控,47.4,5.76,0.98,首次★,其他
300475.SZ,香农芯创,306.25,5.75,1.13,首次★,其他
688401.SH,路维光电,89.2,5.67,1.33,首次★,电子
300586.SZ,美联新材,16.18,5.61,1.06,首次★,其他
301626.SZ,苏州天脉,363.29,5.49,1.45,首次★,其他
300151.SZ,昌红科技,25.6,5.35,1.63,首次★,机械行业
300433.SZ,蓝思科技,55.72,5.29,1.04,首次★,电子器件
688661.SH,和林微纳,158.38,5.11,0.77,首次★,其他
603618.SH,杭电股份,57.19,4.97,1.15,首次★,发电设备
603186.SH,华正新材,262.8,4.94,0.89,首次★,其他
688037.SH,芯源微,333.0,4.72,1.02,首次★,其他
300219.SZ,鸿利智汇,9.55,4.71,1.48,首次★,电子器件
301618.SZ,长联科技,45.77,4.62,1.62,首次★,其他
300907.SZ,康平科技,56.51,4.49,1.03,首次★,其他
603380.SH,易德龙,45.4,4.39,1.16,首次★,其他
603223.SH,恒通股份,11.96,4.36,2.0,首次★,其他
300938.SZ,信测标准,50.33,4.35,1.15,首次★,其他
301448.SZ,开创电气,52.45,4.27,1.35,首次★,其他
600360.SH,华微电子,13.93,4.27,1.28,首次★,电子器件
002156.SZ,通富微电,77.81,4.25,1.18,首次★,电子器件
300179.SZ,四方达,62.0,4.03,0.94,首次★,其他
002925.SZ,盈趣科技,24.6,4.02,1.33,首次★,其他
301555.SZ,惠柏新材,44.96,3.57,1.43,首次★,其他
002079.SZ,苏州固锝,14.69,3.52,1.37,首次★,电子器件
603257.SH,中国瑞林,73.25,3.43,1.4,首次★,其他
601995.SH,中金公司,36.15,3.32,1.75,首次★,其他
603256.SH,宏和科技,276.76,3.28,0.85,首次★,其他
600246.SH,万通发展,19.71,3.03,1.16,首次★,房地产
002963.SZ,豪尔赛,23.0,2.86,0.73,首次★,其他
688720.SH,艾森股份,88.2,2.68,0.91,首次★,其他
688141.SH,杰华特,146.88,2.38,0.93,首次★,其他
002635.SZ,安洁科技,18.44,2.27,2.43,首次★,电子信息
688392.SH,骄成超声,178.99,2.16,0.96,首次★,其他
603020.SH,爱普股份,15.01,2.11,0.63,首次★,食品行业
002158.SZ,汉钟精机,35.73,2.09,1.3,首次★,机械行业
001229.SZ,魅视科技,29.09,2.0,1.86,首次★,其他
002861.SZ,瀛通通讯,21.64,1.84,0.71,首次★,其他
600497.SH,驰宏锌锗,12.31,1.74,1.38,首次★,有色金属
688368.SH,晶丰明源,225.58,1.57,0.89,首次★,其他
000032.SZ,深桑达Ａ,25.68,1.34,0.94,首次★,电子信息
002600.SZ,领益智造,17.88,1.25,1.44,首次★,电子器件
300037.SZ,新宙邦,90.29,1.11,0.83,首次★,化工行业
688378.SH,奥来德,58.23,1.06,0.69,首次★,其他
002179.SZ,中航光电,42.34,0.83,0.79,首次★,电子器件
300093.SZ,金刚光伏,24.69,0.37,1.44,首次★,玻璃行业
301045.SZ,天禄科技,66.08,0.2,0.87,首次★,其他
001287.SZ,中电港,31.06,0.03,0.83,首次★,其他
301099.SZ,雅创电子,94.02,-0.29,0.69,首次★,电子
300964.SZ,本川智能,82.2,-0.36,1.34,首次★,人工智能
300786.SZ,国林科技,23.16,-0.39,1.52,首次★,其他
688045.SH,必易微,80.0,-0.41,0.79,首次★,其他
301178.SZ,天亿马,44.13,-0.5,0.89,首次★,其他
002051.SZ,中工国际,13.55,-0.59,1.24,首次★,建筑建材
002346.SZ,柘中股份,22.89,-0.87,1.47,首次★,水泥行业
002407.SZ,多氟多,43.79,-1.04,0.99,首次★,化工行业
002972.SZ,科安达,17.32,-1.09,0.6,首次★,其他
301687.SZ,新广益,89.66,-1.42,0.78,首次★,次新股
688662.SH,富信科技,184.0,-1.66,0.8,首次★,其他
002989.SZ,中天精装,37.12,-1.69,0.97,首次★,其他
603150.SH,万朗磁塑,78.12,-1.77,0.93,首次★,其他
300709.SZ,精研科技,65.0,-1.78,1.39,首次★,其他
688234.SH,天岳先进,172.28,-1.94,1.15,首次★,其他
688757.SH,胜科纳米,73.0,-2.41,0.78,首次★,其他
002718.SZ,友邦吊顶,117.52,-2.46,0.9,首次★,家具行业
300302.SZ,同有科技,58.0,-2.6,1.2,首次★,电子信息
688419.SH,耐科装备,72.46,-2.99,0.93,首次★,机械
688376.SH,美埃科技,101.52,20.0,2.24,持续,其他
688669.SH,聚石化学,88.73,20.0,1.26,持续,化工
688403.SH,汇成股份,41.3,14.09,1.82,持续,其他
301013.SZ,利和兴,84.91,13.29,1.03,持续,其他
300909.SZ,汇创达,64.11,12.95,1.84,持续,其他
300120.SZ,经纬辉开,11.02,12.45,2.0,持续,发电设备
688521.SH,芯原股份,338.05,12.35,1.24,持续,其他
603001.SH,奥康国际,14.14,10.04,1.08,持续,服装鞋类
600888.SH,XD新疆众,16.12,10.03,0.45,持续,有色金属
000811.SZ,冰轮环境,53.52,10.01,1.14,持续,机械行业
002068.SZ,黑猫股份,14.83,10.01,0.99,持续,化工行业
001309.SZ,德明利,891.0,10.0,1.21,持续,其他
000962.SZ,东方钽业,84.02,10.0,0.89,持续,有色金属
603065.SH,宿迁联盛,20.13,10.0,0.61,持续,其他
600667.SH,太极实业,25.31,10.0,0.05,持续,电子器件
002674.SZ,兴业科技,26.21,9.99,0.31,持续,服装鞋类
600228.SH,返利科技,9.81,9.98,0.04,持续,化工行业
000783.SZ,长江证券,10.15,9.97,2.12,持续,金融行业
603986.SH,兆易创新,775.21,9.94,0.88,持续,芯片
300613.SZ,富瀚微,80.1,9.34,1.66,持续,其他
688689.SH,银河微电,46.82,9.26,2.27,持续,其他
600176.SH,中国巨石,70.8,9.23,1.06,持续,玻璃行业
600206.SH,有研新材,56.16,8.5,0.99,持续,电子器件
300489.SZ,光智科技,288.29,8.38,1.09,持续,其他
688233.SH,神工股份,153.66,8.29,1.06,持续,其他
688630.SH,芯碁微装,555.5,8.1,0.94,持续,其他
002046.SZ,国机精工,75.41,7.81,2.06,持续,机械行业
688416.SH,恒烁股份,137.56,7.68,1.32,持续,其他
688146.SH,中船特气,389.99,7.14,0.82,持续,军工
688671.SH,碧兴物联,33.3,7.04,0.95,持续,其他
002821.SZ,凯莱英,151.46,6.99,2.68,持续,其他
600172.SH,黄河旋风,18.27,6.84,1.38,持续,其它行业
688286.SH,敏芯股份,103.48,6.79,1.11,持续,其他
301526.SZ,国际复材,47.88,6.45,0.87,持续,其他
688361.SH,中科飞测,332.0,6.29,0.9,持续,其他
600105.SH,永鼎股份,72.96,6.14,0.88,持续,电子信息
603261.SH,*ST立航,52.0,6.12,0.96,持续,其他
002167.SZ,东方锆业,22.77,6.1,2.16,持续,有色金属
000021.SZ,深科技,53.2,5.83,1.23,持续,电子信息
002428.SZ,云南锗业,130.1,5.7,0.99,持续,有色金属
301021.SZ,英诺激光,135.81,5.52,0.88,持续,其他
603324.SH,盛剑科技,47.76,5.43,1.28,持续,其他
002745.SZ,木林森,12.67,5.23,1.23,持续,电子器件
688323.SH,瑞华泰,69.4,5.18,0.9,持续,其他
301536.SZ,星宸科技,127.85,5.16,1.13,持续,其他
603595.SH,ST东尼,35.22,5.01,0.28,持续,其他
300558.SZ,贝达药业,61.85,4.94,1.11,持续,医药
002536.SZ,飞龙股份,51.89,4.85,1.38,持续,汽车制造
003018.SZ,金富科技,77.62,4.74,1.04,持续,其他
300567.SZ,精测电子,263.0,4.73,1.09,持续,电子
600909.SH,华安证券,12.05,4.69,1.46,持续,金融
002409.SZ,雅克科技,181.03,4.61,1.19,持续,化工行业
688347.SH,华虹宏力,330.36,4.54,0.93,持续,其他
688110.SH,东芯股份,179.45,4.5,1.16,持续,其他
300174.SZ,元力股份,33.28,4.49,1.07,持续,化工行业
002803.SZ,吉宏股份,27.29,4.44,2.16,持续,其他
688808.SH,联讯仪器,2700.0,4.41,0.83,持续,次新股
603203.SH,快克智能,73.2,4.36,1.03,持续,人工智能
688012.SH,中微公司,399.13,4.21,0.99,持续,其他
688120.SH,华海清科,252.5,4.13,0.85,持续,其他
002491.SZ,通鼎互联,38.5,3.91,1.39,持续,电子信息
300506.SZ,ST名家汇,5.9,3.87,2.55,持续,其他
688332.SH,中科蓝讯,157.0,3.84,0.88,持续,其他
300005.SZ,探路者,22.77,3.74,0.9,持续,服装鞋类
002371.SZ,北方华创,798.0,3.63,1.07,持续,电子器件
688200.SH,华峰测控,454.74,3.59,0.74,持续,其他
300398.SZ,飞凯材料,56.66,3.58,1.23,持续,化工行业
688409.SH,富创精密,229.0,3.47,1.03,持续,其他
300726.SZ,宏达电子,91.3,3.46,0.97,持续,电子
301310.SZ,鑫宏业,55.7,3.42,1.29,持续,其他
300985.SZ,致远新能,36.19,3.4,0.84,持续,其他
603061.SH,金海通,400.05,3.35,1.03,持续,其他
301132.SZ,满坤科技,56.53,3.27,2.39,持续,其他
603283.SH,赛腾股份,72.09,3.19,0.76,持续,其他
002774.SZ,快意电梯,14.15,3.13,1.58,持续,其他
300382.SZ,斯莱克,19.05,3.03,1.21,持续,机械行业
301150.SZ,中一科技,69.88,2.93,0.88,持续,其他
600999.SH,招商证券,20.77,2.42,1.2,持续,金融行业
301071.SZ,力量钻石,102.96,2.14,1.19,持续,其他
688605.SH,先锋精科,92.47,2.02,1.12,持续,其他
300835.SZ,龙磁科技,253.15,1.94,1.24,持续,其他
688766.SH,普冉股份,754.15,1.91,1.0,持续,其他
301396.SZ,宏景科技,303.0,1.81,0.84,持续,其他
300083.SZ,创世纪,13.16,1.62,1.37,持续,电子器件
688019.SH,安集科技,268.55,1.61,1.06,持续,其他
603259.SH,药明康德,117.22,1.58,1.26,持续,医药
000672.SZ,上峰材料,21.87,1.48,1.29,持续,水泥行业
300814.SZ,中富电路,206.66,1.45,0.82,持续,其他
603262.SH,技源集团,30.76,1.42,1.04,持续,次新股
600707.SH,彩虹股份,13.63,1.26,0.96,持续,电子器件
301568.SZ,思泰克,122.22,1.17,0.77,持续,其他
301319.SZ,唯特偶,202.68,1.09,1.6,持续,其他
603650.SH,彤程新材,78.03,1.05,1.36,持续,其他
300604.SZ,长川科技,309.99,0.86,0.99,持续,其他
603005.SH,晶方科技,50.0,0.75,1.37,持续,电子器件
300857.SZ,协创数据,341.98,0.53,0.7,持续,其他
301369.SZ,联动科技,232.59,0.47,0.87,持续,其他
688072.SH,拓荆科技,823.0,0.37,0.82,持续,其他
688362.SH,甬矽电子,77.11,0.17,0.96,持续,电子
688627.SH,精智达,639.0,0.16,0.66,持续,其他
600160.SH,巨化股份,50.8,0.14,0.76,持续,化工行业
001339.SZ,智微智能,136.81,-0.1,0.9,持续,人工智能
301611.SZ,珂玛科技,150.42,-0.12,0.76,持续,其他
600460.SH,士兰微,49.86,-0.3,0.95,持续,电子器件
003043.SZ,华亚智能,87.0,-0.34,1.42,持续,人工智能
600703.SH,三安光电,21.67,-0.64,1.89,持续,电子器件
603083.SH,剑桥科技,260.4,-0.69,1.04,持续,其他
688469.SH,芯联集成,9.94,-0.7,0.93,持续,其他
300236.SZ,上海新阳,113.58,-0.73,1.07,持续,化工行业
603386.SH,骏亚科技,20.1,-0.74,1.96,持续,其他
605020.SH,永和股份,38.88,-0.77,1.06,持续,其他
600596.SH,新安股份,17.15,-0.81,1.11,持续,农药化肥
601869.SH,长飞光纤,575.0,-0.86,1.13,持续,其他
002876.SZ,三利谱,34.94,-0.91,1.73,持续,其他
001359.SZ,平安电工,127.57,-1.13,1.87,持续,金融
002631.SZ,德尔未来,9.77,-1.21,1.21,持续,家具行业
600630.SH,龙头股份,9.47,-1.25,1.02,持续,纺织行业
601872.SH,招商轮船,21.6,-1.41,1.39,持续,交通运输
600641.SH,先导基电,37.2,-1.48,1.1,持续,房地产
300716.SZ,*ST泉为,23.62,-1.58,1.18,持续,其他
002297.SZ,博云新材,33.11,-1.63,0.79,持续,其它行业
600226.SH,亨通股份,11.2,-1.84,1.32,持续,农药化肥
301312.SZ,智立方,110.9,-1.88,0.87,持续,其他
600961.SH,株冶集团,35.0,-1.99,1.22,持续,有色金属
002643.SZ,万润股份,19.08,-2.2,1.43,持续,化工行业
300671.SZ,富满微,71.6,-2.25,1.01,持续,其他
603669.SH,灵康药业,5.61,-2.26,2.06,持续,其它行业
301366.SZ,一博科技,61.4,-2.29,1.07,持续,其他
000691.SZ,亚太实业,13.17,-2.37,0.88,持续,房地产
603757.SH,大元泵业,71.92,-2.42,1.42,持续,其他
002636.SZ,金安国纪,112.99,-2.44,0.93,持续,电子器件
002520.SZ,日发精机,7.37,-2.51,2.14,持续,机械行业
603938.SH,三孚股份,69.68,-2.72,1.34,持续,其他
300440.SZ,运达科技,20.11,-2.94,0.86,持续,电子信息
300346.SZ,南大光电,74.72,-2.96,1.2,持续,电子器件
