代码,名称,收盘价,涨幅%,量比,标签,板块
301251.SZ,威尔高,55.9,9.44,2.12,首次★,其他
300990.SZ,同飞股份,111.0,9.36,1.19,首次★,其他
300382.SZ,斯莱克,18.49,8.83,1.44,首次★,机械行业
301021.SZ,英诺激光,128.7,8.74,0.94,首次★,其他
603259.SH,药明康德,115.4,8.55,2.48,首次★,医药
301536.SZ,星宸科技,121.58,8.4,1.03,首次★,其他
300726.SZ,宏达电子,88.25,8.31,0.82,首次★,电子
600160.SH,巨化股份,50.73,8.28,0.94,首次★,化工行业
300236.SZ,上海新阳,114.41,8.24,1.39,首次★,化工行业
603281.SH,江瀚新材,40.64,7.77,2.37,首次★,其他
600888.SH,XD新疆众,14.65,7.56,0.96,首次★,有色金属
688019.SH,安集科技,264.3,7.4,1.21,首次★,其他
000050.SZ,深天马Ａ,10.72,7.31,1.79,首次★,电子器件
688671.SH,碧兴物联,31.11,6.98,1.24,首次★,其他
002636.SZ,金安国纪,115.81,6.6,0.61,首次★,电子器件
301013.SZ,利和兴,74.95,6.58,0.95,首次★,其他
300260.SZ,新莱应材,83.85,6.35,0.9,首次★,机械行业
300852.SZ,四会富仕,60.96,6.26,0.93,首次★,其他
688376.SH,美埃科技,84.6,6.2,0.94,首次★,其他
688110.SH,东芯股份,171.73,6.14,1.13,首次★,其他
300209.SZ,行云科技,31.96,6.14,1.12,首次★,电子信息
301568.SZ,思泰克,120.81,6.11,0.78,首次★,其他
001223.SZ,欧克科技,52.49,6.04,1.66,首次★,其他
603327.SH,福蓉科技,11.5,5.8,2.51,首次★,其他
688690.SH,纳微科技,45.41,5.78,1.45,首次★,其他
301312.SZ,智立方,113.02,5.63,0.75,首次★,其他
300620.SZ,光库科技,406.0,5.59,0.99,首次★,其他
688521.SH,芯原股份,300.9,5.58,1.15,首次★,其他
002745.SZ,木林森,12.04,5.43,0.95,首次★,电子器件
688286.SH,敏芯股份,96.9,5.33,1.15,首次★,其他
605580.SH,恒盛能源,30.51,4.95,1.82,首次★,电力
002008.SZ,大族激光,152.23,4.91,1.29,首次★,仪器仪表
688605.SH,先锋精科,90.64,4.36,1.19,首次★,其他
300665.SZ,飞鹿股份,12.22,3.91,1.56,首次★,其他
300909.SZ,汇创达,56.76,3.9,0.88,首次★,其他
603006.SH,联明股份,14.29,3.63,1.34,首次★,汽车制造
600630.SH,龙头股份,9.59,2.57,1.04,首次★,纺织行业
300721.SZ,怡达股份,34.98,2.43,1.92,首次★,其他
603519.SH,立霸股份,15.8,2.13,0.81,首次★,家电行业
300985.SZ,致远新能,35.0,2.01,0.73,首次★,其他
688809.SH,强一股份,623.0,1.13,0.93,首次★,次新股
002422.SZ,科伦药业,37.6,0.78,1.5,首次★,生物制药
300214.SZ,日科化学,10.09,-0.1,0.75,首次★,化工行业
688403.SH,汇成股份,36.2,19.99,0.93,持续,其他
300005.SZ,探路者,21.95,13.97,1.3,持续,服装鞋类
688233.SH,神工股份,141.9,13.58,0.85,持续,其他
688361.SH,中科飞测,312.34,13.21,1.0,持续,其他
301319.SZ,唯特偶,200.5,11.07,1.02,持续,其他
600909.SH,华安证券,11.51,10.04,1.5,持续,金融
002520.SZ,日发精机,7.56,10.04,1.49,持续,机械行业
603001.SH,奥康国际,14.14,10.04,1.08,持续,服装鞋类
600226.SH,亨通股份,11.41,10.03,0.95,持续,农药化肥
002803.SZ,吉宏股份,26.13,10.02,1.8,持续,其他
002674.SZ,兴业科技,23.83,10.02,0.2,持续,服装鞋类
002491.SZ,通鼎互联,37.05,10.01,0.25,持续,电子信息
603938.SH,三孚股份,71.63,10.0,1.54,持续,其他
300604.SZ,长川科技,307.35,10.0,1.38,持续,其他
003018.SZ,金富科技,74.11,10.0,1.26,持续,其他
002428.SZ,云南锗业,123.09,10.0,1.2,持续,有色金属
603650.SH,彤程新材,77.22,10.0,1.18,持续,其他
000021.SZ,深科技,50.27,10.0,1.08,持续,电子信息
600105.SH,永鼎股份,68.74,10.0,1.07,持续,电子信息
603083.SH,剑桥科技,262.21,10.0,1.0,持续,其他
001359.SZ,平安电工,129.03,10.0,0.83,持续,金融
002167.SZ,东方锆业,21.46,9.99,4.65,持续,有色金属
603386.SH,骏亚科技,20.25,9.99,1.07,持续,其他
600228.SH,返利科技,8.92,9.99,1.0,持续,化工行业
600176.SH,中国巨石,64.82,9.99,0.79,持续,玻璃行业
600703.SH,三安光电,21.81,9.98,0.56,持续,电子器件
300174.SZ,元力股份,31.85,9.53,1.01,持续,化工行业
688689.SH,银河微电,46.82,9.26,2.27,持续,其他
301055.SZ,张小泉,47.5,8.97,1.17,持续,其他
688332.SH,中科蓝讯,151.2,8.78,0.87,持续,其他
600552.SH,凯盛科技,27.85,8.75,1.45,持续,玻璃行业
300522.SZ,世名科技,25.04,8.68,0.9,持续,其他
603757.SH,大元泵业,73.7,8.64,2.28,持续,其他
000811.SZ,冰轮环境,48.75,8.41,1.89,持续,机械行业
600353.SH,旭光电子,52.9,8.4,2.2,持续,电子器件
301369.SZ,联动科技,231.5,8.24,1.12,持续,其他
688347.SH,华虹宏力,316.01,8.19,1.11,持续,其他
688409.SH,富创精密,221.32,7.97,1.04,持续,其他
300716.SZ,*ST泉为,24.0,7.96,1.25,持续,其他
600961.SH,株冶集团,35.71,7.89,1.57,持续,有色金属
300346.SZ,南大光电,77.0,7.8,1.33,持续,电子器件
001309.SZ,德明利,810.0,7.28,1.17,持续,其他
000672.SZ,上峰材料,21.55,7.21,1.24,持续,水泥行业
688146.SH,中船特气,389.99,7.14,0.82,持续,军工
600206.SH,有研新材,51.76,7.05,1.23,持续,电子器件
603283.SH,赛腾股份,69.86,7.0,0.93,持续,其他
603823.SH,百合花,55.68,6.67,0.99,持续,其他
002831.SZ,裕同科技,38.1,6.6,1.16,持续,其他
002068.SZ,黑猫股份,13.48,6.56,1.87,持续,化工行业
688072.SH,拓荆科技,820.0,6.49,0.94,持续,其他
688469.SH,芯联集成,10.01,6.38,1.33,持续,其他
600460.SH,士兰微,50.01,6.31,0.95,持续,电子器件
688147.SH,微导纳米,125.68,6.24,0.83,持续,其他
688729.SH,屹唐股份,40.48,6.02,0.93,持续,次新股
300835.SZ,龙磁科技,248.33,5.98,1.17,持续,其他
300613.SZ,富瀚微,73.26,5.96,1.22,持续,其他
688669.SH,聚石化学,73.94,5.95,0.79,持续,化工
300054.SZ,鼎龙股份,96.7,5.91,1.11,持续,化工行业
603339.SH,四方科技,15.4,5.77,2.83,持续,其他
301607.SZ,富特科技,47.55,5.69,1.17,持续,其他
000691.SZ,亚太实业,13.49,5.64,1.52,持续,房地产
300304.SZ,云意电气,20.15,5.5,1.05,持续,汽车制造
688766.SH,普冉股份,740.0,5.26,0.91,持续,其他
603595.SH,ST东尼,33.54,5.01,3.72,持续,其他
688120.SH,华海清科,242.49,4.97,0.83,持续,其他
603005.SH,晶方科技,49.63,4.93,1.65,持续,电子器件
000962.SZ,东方钽业,76.38,4.92,1.21,持续,有色金属
688199.SH,久日新材,34.8,4.82,1.21,持续,其他
688396.SH,华润微,84.66,4.78,1.17,持续,其他
600869.SH,远东股份,37.77,4.68,0.83,持续,电力行业
600641.SH,先导基电,37.76,4.66,1.09,持续,房地产
600397.SH,江钨装备,25.51,4.38,1.82,持续,煤炭行业
603976.SH,正川股份,29.18,4.21,1.36,持续,其他
600851.SH,海欣股份,10.09,3.81,3.79,持续,纺织行业
688200.SH,华峰测控,439.0,3.5,0.83,持续,其他
688249.SH,晶合集成,57.2,3.29,1.07,持续,其他
603669.SH,灵康药业,5.74,3.24,3.44,持续,其它行业
688012.SH,中微公司,383.0,3.03,1.12,持续,其他
002371.SZ,北方华创,770.07,3.02,1.28,持续,电子器件
688536.SH,XD思瑞浦,356.0,2.61,0.97,持续,其他
002297.SZ,博云新材,33.66,2.56,1.08,持续,其它行业
300440.SZ,运达科技,20.72,2.32,1.19,持续,电子信息
603262.SH,技源集团,30.33,2.29,0.92,持续,次新股
603065.SH,宿迁联盛,18.3,2.23,1.0,持续,其他
301071.SZ,力量钻石,100.8,1.87,1.29,持续,其他
688313.SH,仕佳光子,203.33,1.68,1.0,持续,其他
601869.SH,长飞光纤,580.0,1.65,1.25,持续,其他
300558.SZ,贝达药业,58.94,1.01,1.08,持续,医药
000070.SZ,特发信息,25.33,1.0,1.69,持续,电子信息
600999.SH,招商证券,20.28,0.9,1.28,持续,金融行业
600172.SH,黄河旋风,17.1,0.88,1.63,持续,其它行业
688131.SH,皓元医药,90.86,0.88,1.16,持续,医药
688082.SH,盛美上海,402.18,0.59,0.82,持续,其他
300623.SZ,捷捷微电,42.38,0.31,1.4,持续,其他
002774.SZ,快意电梯,13.72,0.29,0.74,持续,其他
300373.SZ,扬杰科技,132.99,0.02,1.16,持续,电子器件
688653.SH,康希通信,16.57,-0.48,1.62,持续,通信
600707.SH,彩虹股份,13.53,-0.81,1.36,持续,电子器件
300497.SZ,富祥股份,22.15,-0.94,1.31,持续,其他
603211.SH,晋拓股份,36.22,-2.11,0.81,持续,其他
603261.SH,*ST立航,49.0,-2.16,1.47,持续,其他
002971.SZ,和远气体,71.3,-2.33,0.73,持续,其他
000783.SZ,长江证券,9.23,-2.43,3.01,持续,金融行业
301548.SZ,崇德科技,95.25,-2.56,1.83,持续,其他
300826.SZ,测绘股份,15.1,-2.58,1.18,持续,其他
