代码,名称,收盘价,涨幅%,量比,标签,板块
688138.SH,清溢光电,42.55,4.67,1.31,首次★,电子
688126.SH,沪硅产业,34.86,4.65,1.32,首次★,其他
301321.SZ,翰博高新,42.74,4.63,1.15,首次★,其他
300214.SZ,日科化学,10.25,4.49,1.01,首次★,化工行业
300285.SZ,国瓷材料,102.81,4.48,0.99,首次★,化工行业
688783.SH,西安奕材,53.86,4.38,1.28,首次★,次新股
300655.SZ,晶瑞电材,18.53,4.28,1.45,首次★,其他
688061.SH,灿瑞科技,50.49,4.25,1.64,首次★,其他
603688.SH,石英股份,86.6,3.64,1.15,首次★,其它行业
600184.SH,光电股份,30.21,3.57,1.38,首次★,玻璃行业
688502.SH,茂莱光学,601.88,3.55,1.23,首次★,电子
603773.SH,沃格光电,178.0,3.49,1.01,首次★,电子
300820.SZ,英杰电气,83.43,3.45,1.08,首次★,其他
300196.SZ,长海股份,32.99,3.06,1.06,首次★,玻璃行业
600857.SH,宁波中百,17.87,2.94,2.89,首次★,商业百货
605111.SH,新洁能,83.13,2.85,0.95,首次★,其他
603690.SH,至纯科技,35.49,2.66,1.79,首次★,其他
603823.SH,百合花,55.12,2.64,1.0,首次★,其他
605178.SH,时空科技,88.5,2.47,1.35,首次★,其他
688147.SH,微导纳米,127.81,2.35,0.87,首次★,其他
688450.SH,光格科技,54.55,2.17,1.0,首次★,其他
300429.SZ,强力新材,17.05,2.03,1.23,首次★,化工行业
003026.SZ,中晶科技,39.89,1.86,1.07,首次★,其他
002842.SZ,翔鹭钨业,52.16,1.46,1.07,首次★,其他
600397.SH,江钨装备,26.04,1.4,0.74,首次★,煤炭行业
688123.SH,聚辰股份,189.44,0.87,1.19,首次★,其他
300602.SZ,飞荣达,49.97,0.79,1.32,首次★,其他
301072.SZ,中捷精工,40.04,0.43,0.77,首次★,其他
603125.SH,常青科技,30.83,0.36,1.14,首次★,其他
688396.SH,华润微,84.72,0.0,0.91,首次★,其他
688249.SH,晶合集成,58.11,-0.17,1.05,首次★,其他
300054.SZ,鼎龙股份,95.07,-0.4,1.04,首次★,化工行业
603738.SH,泰晶科技,64.3,-0.71,0.93,首次★,其他
688381.SH,帝奥微,51.51,-0.75,1.22,首次★,其他
002008.SZ,大族激光,151.27,-1.0,1.25,首次★,仪器仪表
688131.SH,皓元医药,90.15,-1.15,0.71,首次★,医药
688202.SH,美迪西,70.57,-1.29,1.13,首次★,其他
300607.SZ,拓斯达,39.57,-1.67,1.0,首次★,其他
002484.SZ,江海股份,109.0,-1.82,1.16,首次★,电子器件
688536.SH,XD思瑞浦,345.01,-2.23,0.96,首次★,其他
002289.SZ,*ST宇顺,46.99,-2.85,4.48,首次★,电子器件
688383.SH,新益昌,190.13,-2.99,0.9,首次★,其他
688409.SH,富创精密,274.8,20.0,1.34,持续,其他
688392.SH,骄成超声,201.99,12.85,1.37,持续,其他
688260.SH,昀冢科技,144.0,11.79,1.17,持续,其他
301611.SZ,珂玛科技,167.66,11.46,1.02,持续,其他
603001.SH,奥康国际,14.14,10.04,1.08,持续,服装鞋类
002965.SZ,祥鑫科技,51.88,10.01,1.36,持续,其他
000823.SZ,超声电子,28.46,10.01,1.0,持续,电子器件
002674.SZ,兴业科技,28.83,10.0,1.23,持续,服装鞋类
603650.SH,彤程新材,85.83,10.0,0.97,持续,其他
603261.SH,*ST立航,57.2,10.0,0.42,持续,其他
600228.SH,返利科技,10.79,9.99,0.01,持续,化工行业
002141.SZ,贤丰控股,5.76,9.92,1.36,持续,电子器件
688689.SH,银河微电,46.57,9.27,2.27,持续,其他
300382.SZ,斯莱克,20.81,9.24,1.22,持续,机械行业
301526.SZ,国际复材,52.27,9.17,0.96,持续,其他
603938.SH,三孚股份,75.81,8.8,1.2,持续,其他
300321.SZ,同大股份,57.61,8.8,1.18,持续,塑料制品
603065.SH,宿迁联盛,21.85,8.54,1.17,持续,其他
600206.SH,有研新材,60.76,8.19,1.09,持续,电子器件
300398.SZ,飞凯材料,61.29,8.17,1.3,持续,化工行业
300420.SZ,五洋自控,9.68,7.56,0.86,持续,机械行业
301392.SZ,汇成真空,243.8,7.4,1.58,持续,其他
603256.SH,宏和科技,297.0,7.31,1.07,持续,其他
688605.SH,先锋精科,99.0,7.06,1.51,持续,其他
688361.SH,中科飞测,355.0,6.93,1.12,持续,其他
688720.SH,艾森股份,94.26,6.87,1.24,持续,其他
603324.SH,盛剑科技,51.02,6.83,0.87,持续,其他
001309.SZ,德明利,951.0,6.73,1.26,持续,其他
688037.SH,芯源微,354.9,6.58,1.22,持续,其他
300440.SZ,运达科技,21.36,6.22,1.23,持续,电子信息
600667.SH,太极实业,26.88,6.2,2.0,持续,电子器件
688110.SH,东芯股份,190.53,6.17,1.28,持续,其他
002635.SZ,安洁科技,19.55,6.02,2.16,持续,电子信息
605020.SH,永和股份,41.22,6.02,0.93,持续,其他
688115.SH,思林杰,70.31,5.95,2.2,持续,其他
688669.SH,聚石化学,94.0,5.94,1.23,持续,化工
603678.SH,火炬电子,79.49,5.8,1.68,持续,电子器件
688233.SH,神工股份,161.94,5.39,0.92,持续,其他
300219.SZ,鸿利智汇,10.05,5.24,1.87,持续,电子器件
300093.SZ,金刚光伏,25.97,5.18,1.76,持续,玻璃行业
002080.SZ,中材科技,97.67,5.1,1.45,持续,化纤行业
603595.SH,ST东尼,36.98,5.0,1.2,持续,其他
600176.SH,中国巨石,74.12,4.69,1.04,持续,玻璃行业
603005.SH,晶方科技,52.31,4.62,1.09,持续,电子器件
300567.SZ,精测电子,275.0,4.56,1.25,持续,电子
300346.SZ,南大光电,78.12,4.55,1.13,持续,电子器件
688376.SH,美埃科技,106.1,4.51,2.53,持续,其他
688120.SH,华海清科,263.6,4.4,0.94,持续,其他
300938.SZ,信测标准,52.51,4.33,1.18,持续,其他
688525.SH,佰维存储,501.05,4.32,1.08,持续,其他
603989.SH,艾华集团,56.0,4.19,1.73,持续,其它行业
002409.SZ,雅克科技,188.6,4.18,1.02,持续,化工行业
603800.SH,洪田股份,88.46,4.13,1.83,持续,其他
301045.SZ,天禄科技,68.73,4.01,1.24,持续,其他
603203.SH,快克智能,76.0,3.83,0.98,持续,人工智能
600596.SH,新安股份,17.8,3.79,1.31,持续,农药化肥
603061.SH,金海通,415.05,3.75,1.02,持续,其他
301178.SZ,天亿马,45.77,3.72,1.62,持续,其他
301618.SZ,长联科技,47.47,3.71,1.41,持续,其他
000725.SZ,京东方Ａ,7.79,3.59,1.27,持续,电子器件
002990.SZ,盛视科技,75.2,3.58,1.78,持续,其他
000962.SZ,东方钽业,87.03,3.58,0.96,持续,有色金属
688012.SH,中微公司,413.0,3.48,1.08,持续,其他
603386.SH,骏亚科技,20.78,3.38,1.5,持续,其他
001229.SZ,魅视科技,30.02,3.2,1.38,持续,其他
688200.SH,华峰测控,469.1,3.16,0.72,持续,其他
600630.SH,龙头股份,9.74,2.85,1.19,持续,纺织行业
600641.SH,先导基电,38.26,2.85,1.0,持续,房地产
300236.SZ,上海新阳,116.76,2.8,1.15,持续,化工行业
600141.SH,兴发集团,48.8,2.78,1.64,持续,化工行业
600707.SH,彩虹股份,13.96,2.42,0.95,持续,电子器件
002861.SZ,瀛通通讯,22.15,2.36,0.92,持续,其他
601066.SH,中信建投,30.25,2.33,1.38,持续,金融
688627.SH,精智达,653.7,2.3,0.93,持续,其他
603929.SH,亚翔集成,260.85,2.27,1.82,持续,其他
688019.SH,安集科技,274.48,2.21,1.07,持续,其他
002371.SZ,北方华创,813.37,1.93,1.1,持续,电子器件
300005.SZ,探路者,23.21,1.93,0.94,持续,服装鞋类
300985.SZ,致远新能,36.88,1.91,1.32,持续,其他
002643.SZ,万润股份,19.44,1.89,1.21,持续,化工行业
600497.SH,驰宏锌锗,12.54,1.87,1.06,持续,有色金属
300401.SZ,花园生物,22.51,1.86,0.95,持续,食品行业
688046.SH,药康生物,22.8,1.74,1.18,持续,医药
600237.SH,铜峰电子,13.21,1.69,1.52,持续,电子器件
301366.SZ,一博科技,62.44,1.69,0.86,持续,其他
002925.SZ,盈趣科技,25.0,1.63,1.23,持续,其他
300604.SZ,长川科技,314.9,1.58,1.06,持续,其他
002821.SZ,凯莱英,152.5,1.56,1.47,持续,其他
600246.SH,万通发展,19.97,1.32,0.93,持续,房地产
688380.SH,中微半导,62.5,1.23,2.43,持续,其他
002631.SZ,德尔未来,9.89,1.23,0.84,持续,家具行业
603380.SH,易德龙,45.94,1.19,0.88,持续,其他
000100.SZ,TCL科技,5.4,1.12,1.55,持续,家电行业
688072.SH,拓荆科技,832.0,1.09,0.93,持续,其他
688671.SH,碧兴物联,33.66,1.08,0.68,持续,其他
002056.SZ,横店东磁,30.52,1.06,1.14,持续,电子器件
600460.SH,士兰微,50.38,1.04,1.09,持续,电子器件
002745.SZ,木林森,12.78,0.87,1.18,持续,电子器件
002179.SZ,中航光电,42.69,0.83,1.04,持续,电子器件
603259.SH,药明康德,118.18,0.82,0.97,持续,医药
603458.SH,勘设股份,15.41,0.78,1.74,持续,其他
600909.SH,华安证券,12.14,0.75,1.17,持续,金融
002185.SZ,华天科技,22.56,0.71,1.27,持续,电子器件
688378.SH,奥来德,58.59,0.62,0.94,持续,其他
000021.SZ,深科技,53.51,0.58,1.17,持续,电子信息
603713.SH,密尔克卫,76.02,0.49,1.53,持续,其他
688401.SH,路维光电,89.63,0.48,1.17,持续,电子
688469.SH,芯联集成,9.98,0.4,0.85,持续,其他
301308.SZ,江波龙,679.6,0.34,1.06,持续,其他
600160.SH,巨化股份,50.95,0.3,0.76,持续,化工行业
600703.SH,三安光电,21.73,0.28,1.26,持续,电子器件
301182.SZ,凯旺科技,107.0,0.22,1.97,持续,其他
002963.SZ,豪尔赛,23.01,0.04,0.75,持续,其他
600888.SH,XD新疆众,16.12,0.0,1.58,持续,有色金属
688141.SH,杰华特,146.8,-0.05,1.05,持续,其他
300057.SZ,万顺新材,10.05,-0.3,1.38,持续,印刷包装
300909.SZ,汇创达,63.84,-0.42,1.29,持续,其他
600563.SH,XD法拉电,188.76,-0.67,1.22,持续,电子器件
603986.SH,兆易创新,770.0,-0.67,0.88,持续,芯片
301127.SZ,武汉天源,18.78,-0.69,1.36,持续,其他
603283.SH,赛腾股份,71.58,-0.71,0.99,持续,其他
301418.SZ,协昌科技,54.23,-0.73,1.16,持续,其他
000811.SZ,冰轮环境,53.12,-0.75,0.98,持续,机械行业
300120.SZ,经纬辉开,10.91,-1.0,1.37,持续,发电设备
688146.SH,中船特气,385.6,-1.13,0.96,持续,军工
603262.SH,技源集团,30.4,-1.17,0.92,持续,次新股
600999.SH,招商证券,20.48,-1.4,1.02,持续,金融行业
000636.SZ,风华高科,78.5,-1.41,1.02,持续,电子器件
002046.SZ,国机精工,74.32,-1.45,0.86,持续,机械行业
002068.SZ,黑猫股份,14.6,-1.55,1.32,持续,化工行业
601995.SH,中金公司,35.56,-1.63,1.14,持续,其他
300475.SZ,香农芯创,301.0,-1.71,0.87,持续,其他
300223.SZ,北京君正,233.21,-1.75,1.11,持续,电子器件
300726.SZ,宏达电子,89.7,-1.75,0.94,持续,电子
688286.SH,敏芯股份,101.51,-1.9,0.78,持续,其他
300806.SZ,斯迪克,115.58,-1.95,0.91,持续,其他
688362.SH,甬矽电子,75.52,-2.06,0.87,持续,电子
688347.SH,华虹宏力,323.0,-2.23,0.85,持续,其他
002654.SZ,万润科技,20.22,-2.41,1.43,持续,电子器件
000510.SZ,新金路,25.33,-2.58,0.79,持续,化工行业
301536.SZ,星宸科技,124.42,-2.68,1.09,持续,其他
002303.SZ,美盈森,4.13,-2.82,2.39,持续,造纸行业
