代码,名称,收盘价,涨幅%,量比,标签,板块
002384.SZ,东山精密,273.0,6.26,0.92,持续,电子信息
688777.SH,中控技术,124.5,6.23,1.17,持续,其他
688035.SH,德邦科技,103.36,6.2,1.06,持续,其他
300814.SZ,中富电路,191.3,6.13,1.05,持续,其他
301369.SZ,联动科技,221.2,5.95,1.73,持续,其他
300976.SZ,达瑞电子,94.2,5.77,0.77,持续,电子
000691.SZ,亚太实业,12.23,5.61,1.46,持续,房地产
301132.SZ,满坤科技,46.97,5.6,1.13,持续,其他
002824.SZ,和胜股份,37.92,5.51,1.0,持续,其他
688630.SH,芯碁微装,502.0,5.51,0.74,持续,其他
002645.SZ,华宏科技,36.1,5.49,1.04,持续,机械行业
603065.SH,宿迁联盛,15.62,5.47,1.44,持续,其他
688010.SH,福光股份,50.47,5.41,0.82,持续,其他
688511.SH,天微电子,30.88,5.39,1.33,持续,电子
300489.SZ,光智科技,225.5,5.37,0.77,持续,其他
688669.SH,聚石化学,65.77,5.3,1.15,持续,化工
688733.SH,壹石通,44.9,5.23,1.06,持续,其他
605589.SH,XD圣泉集,69.82,5.15,0.81,持续,其他
300843.SZ,胜蓝股份,126.8,5.14,0.93,持续,其他
603186.SH,华正新材,238.11,5.05,1.28,持续,其他
301013.SZ,利和兴,68.62,5.05,0.99,持续,其他
603595.SH,ST东尼,28.97,5.0,0.58,持续,其他
301150.SZ,中一科技,63.98,4.87,1.27,持续,其他
688082.SH,盛美上海,378.75,4.86,0.89,持续,其他
300868.SZ,杰美特,145.75,4.78,0.67,持续,其他
002741.SZ,光华科技,41.3,4.72,3.26,持续,化工行业
688416.SH,恒烁股份,144.9,4.46,1.77,持续,其他
605111.SH,新洁能,74.3,4.43,1.07,持续,其他
688525.SH,佰维存储,386.2,4.38,1.1,持续,其他
688260.SH,昀冢科技,129.03,4.38,0.92,持续,其他
688627.SH,精智达,566.0,4.37,1.12,持续,其他
688403.SH,汇成股份,30.05,4.27,1.11,持续,其他
300554.SZ,三超新材,31.76,4.2,1.52,持续,其他
688383.SH,新益昌,191.37,4.01,1.14,持续,其他
605289.SH,罗曼股份,138.51,3.99,0.8,持续,其他
688661.SH,和林微纳,158.2,3.98,0.88,持续,其他
002913.SZ,奥士康,70.03,3.93,0.94,持续,其他
300475.SZ,香农芯创,254.87,3.91,1.42,持续,其他
300852.SZ,四会富仕,62.28,3.77,1.03,持续,其他
301319.SZ,唯特偶,170.31,3.53,0.73,持续,其他
300802.SZ,矩子科技,27.98,3.51,1.36,持续,其他
002806.SZ,华锋股份,21.51,3.51,1.01,持续,其他
300903.SZ,科翔股份,101.58,3.48,1.27,持续,其他
300709.SZ,精研科技,63.06,3.36,0.68,持续,其他
002965.SZ,祥鑫科技,43.92,3.34,0.84,持续,其他
300586.SZ,美联新材,15.2,3.26,1.04,持续,其他
688665.SH,四方光电,61.48,3.22,1.18,持续,电子
301321.SZ,翰博高新,39.39,3.22,0.87,持续,其他
300806.SZ,斯迪克,101.5,3.15,1.06,持续,其他
688200.SH,华峰测控,375.0,3.07,0.9,持续,其他
301568.SZ,思泰克,118.19,3.07,0.75,持续,其他
600522.SH,中天科技,56.55,2.99,0.91,持续,电子信息
688378.SH,奥来德,56.98,2.98,1.1,持续,其他
002484.SZ,江海股份,108.06,2.98,0.96,持续,电子器件
301362.SZ,民爆光电,240.77,2.9,0.88,持续,电子
301086.SZ,鸿富瀚,213.0,2.9,0.81,持续,其他
002768.SZ,国恩股份,54.5,2.81,1.28,持续,其他
301182.SZ,凯旺科技,101.0,2.75,0.89,持续,其他
002955.SZ,鸿合科技,34.77,2.75,0.65,持续,其他
002171.SZ,楚江新材,15.38,2.53,1.22,持续,有色金属
688808.SH,联讯仪器,2373.0,2.46,0.73,持续,次新股
600460.SH,士兰微,41.83,2.45,1.16,持续,电子器件
603139.SH,康惠股份,45.21,2.45,1.1,持续,其他
688419.SH,耐科装备,69.25,2.44,0.72,持续,机械
688549.SH,中巨芯,34.77,2.39,0.82,持续,其他
001359.SZ,平安电工,132.2,2.36,0.82,持续,金融
300304.SZ,云意电气,18.28,2.35,1.13,持续,汽车制造
301536.SZ,星宸科技,112.64,2.34,0.67,持续,其他
601208.SH,东材科技,74.83,2.23,0.85,持续,化工行业
688720.SH,艾森股份,85.85,2.2,1.04,持续,其他
688233.SH,神工股份,124.37,2.19,0.97,持续,其他
002916.SZ,深南电路,453.8,2.15,1.58,持续,其他
600378.SH,XD昊华科,65.16,2.13,0.99,持续,化工行业
600909.SH,华安证券,8.97,2.05,0.87,持续,金融
600110.SH,诺德股份,17.57,2.03,4.48,持续,电力行业
688323.SH,瑞华泰,61.5,1.99,0.96,持续,其他
002903.SZ,宇环数控,54.25,1.74,0.91,持续,其他
688766.SH,普冉股份,590.0,1.69,1.09,持续,其他
301377.SZ,鼎泰高科,600.0,1.69,0.73,持续,其他
688700.SH,东威科技,101.45,1.68,0.89,持续,其他
603002.SH,XD宏昌电,23.58,1.64,1.55,持续,化工行业
300870.SZ,欧陆通,380.06,1.62,0.78,持续,其他
300408.SZ,三环集团,157.89,1.56,1.05,持续,电子器件
002409.SZ,雅克科技,150.16,1.51,0.67,持续,化工行业
600114.SH,东睦股份,43.85,1.41,0.84,持续,机械行业
600641.SH,先导基电,33.45,1.36,0.84,持续,房地产
688409.SH,富创精密,203.3,1.25,0.78,持续,其他
301029.SZ,怡合达,32.81,1.17,0.89,持续,其他
002972.SZ,科安达,16.72,0.97,1.09,持续,其他
300661.SZ,圣邦股份,132.77,0.93,0.56,持续,其他
300602.SZ,飞荣达,49.52,0.75,0.79,持续,其他
000636.SZ,风华高科,74.6,0.73,0.77,持续,电子器件
688045.SH,必易微,79.05,0.64,0.78,持续,其他
603020.SH,爱普股份,13.96,0.5,1.38,持续,食品行业
301099.SZ,雅创电子,93.32,0.48,1.11,持续,电子
300283.SZ,温州宏丰,22.25,0.45,1.09,持续,电器行业
688332.SH,中科蓝讯,128.0,0.36,0.64,持续,其他
002851.SZ,麦格米特,179.5,0.34,0.89,持续,其他
300613.SZ,富瀚微,68.61,0.28,1.08,持续,其他
605058.SH,澳弘电子,41.61,0.27,0.95,持续,电子
603618.SH,杭电股份,51.77,0.08,1.42,持续,发电设备
300604.SZ,长川科技,264.1,0.03,0.76,持续,其他
600487.SH,亨通光电,111.01,0.01,0.9,持续,电子信息
603738.SH,泰晶科技,58.99,-0.02,0.94,持续,其他
001326.SZ,联域股份,73.88,-0.2,2.25,持续,其他
600063.SH,皖维高新,8.46,-0.24,1.08,持续,化纤行业
603823.SH,百合花,46.71,-0.36,0.93,持续,其他
688484.SH,南芯科技,53.68,-0.41,1.25,持续,其他
603519.SH,立霸股份,14.8,-0.54,0.59,持续,家电行业
300568.SZ,星源材质,20.18,-0.59,0.7,持续,其他
603283.SH,赛腾股份,62.6,-0.73,1.05,持续,其他
603773.SH,沃格光电,164.7,-0.86,1.05,持续,电子
002745.SZ,木林森,11.33,-0.87,1.14,持续,电子器件
000672.SZ,上峰材料,18.71,-1.68,1.34,持续,水泥行业
300088.SZ,长信科技,10.37,-1.89,1.99,持续,电子器件
600176.SH,中国巨石,53.5,-2.01,1.42,持续,玻璃行业
688479.SH,友车科技,37.51,-2.06,1.63,持续,其他
300263.SZ,隆华科技,16.26,-2.22,0.66,持续,机械行业
002080.SZ,中材科技,80.55,-2.26,1.16,持续,化纤行业
000823.SZ,超声电子,21.6,-2.31,1.14,持续,电子器件
600186.SH,莲花控股,14.28,-2.59,1.2,持续,食品行业
603488.SH,展鹏科技,12.83,-2.66,1.79,持续,其他
603678.SH,火炬电子,67.75,-2.81,1.05,持续,电子器件
