代码,名称,收盘价,涨幅%,量比,标签,板块
300327.SZ,中颖电子,34.51,7.68,1.68,首次★,电子器件
300821.SZ,东岳硅材,22.13,7.64,1.44,首次★,其他
688359.SH,三孚新科,213.5,7.59,1.34,首次★,其他
300416.SZ,苏试试验,21.88,7.36,1.6,首次★,仪器仪表
688105.SH,诺唯赞,18.6,7.2,1.23,首次★,其他
300033.SZ,同花顺,258.0,7.05,1.51,首次★,电子信息
300666.SZ,江丰电子,394.33,6.98,0.98,首次★,电子
603067.SH,振华股份,49.5,6.93,1.56,首次★,其他
688117.SH,圣诺生物,28.88,6.84,1.8,首次★,医药
603078.SH,江化微,52.66,6.56,1.39,首次★,其他
600906.SH,财达证券,7.93,6.3,1.28,首次★,金融
000776.SZ,广发证券,24.86,6.24,1.26,首次★,金融行业
601678.SH,滨化股份,7.0,6.22,1.82,首次★,化工行业
603678.SH,火炬电子,87.5,5.42,1.45,首次★,电子器件
688168.SH,安博通,72.43,5.35,0.74,首次★,其他
600400.SH,红豆股份,3.46,5.17,0.75,首次★,服装鞋类
301618.SZ,长联科技,48.27,5.0,1.06,首次★,其他
300537.SZ,广信材料,35.27,4.97,1.18,首次★,其他
002787.SZ,华源控股,33.8,4.97,0.97,首次★,其他
603662.SH,柯力传感,74.63,4.86,1.81,首次★,其他
301099.SZ,雅创电子,100.0,4.71,1.47,首次★,电子
300943.SZ,春晖智控,47.0,4.56,2.71,首次★,其他
300558.SZ,贝达药业,67.95,4.43,1.17,首次★,医药
600322.SH,津投城开,2.86,4.38,1.01,首次★,房地产
603519.SH,立霸股份,15.93,4.12,1.0,首次★,家电行业
002871.SZ,伟隆股份,23.23,4.12,0.88,首次★,其他
603823.SH,百合花,56.78,4.05,1.01,首次★,其他
301161.SZ,唯万密封,40.15,3.99,1.37,首次★,其他
603607.SH,京华激光,25.56,3.9,1.77,首次★,其他
688249.SH,晶合集成,61.28,3.81,1.44,首次★,其他
605208.SH,永茂泰,16.55,3.76,1.75,首次★,其他
601995.SH,中金公司,37.51,3.76,1.49,首次★,其他
603690.SH,至纯科技,36.7,3.67,1.05,首次★,其他
002687.SZ,乔治白,5.43,3.63,0.89,首次★,服装鞋类
301393.SZ,昊帆生物,67.11,3.61,1.26,首次★,医药
603661.SH,恒林股份,41.4,3.5,0.98,首次★,其他
300260.SZ,新莱应材,103.88,3.4,0.84,首次★,机械行业
301555.SZ,惠柏新材,46.87,3.22,1.21,首次★,其他
603687.SH,大胜达,20.92,3.1,0.88,首次★,其他
600584.SH,长电科技,106.64,2.98,0.97,首次★,电子器件
605358.SH,立昂微,79.84,2.89,0.96,首次★,其他
688003.SH,天准科技,130.74,2.7,1.17,首次★,其他
002600.SZ,领益智造,17.8,2.65,1.07,首次★,电子器件
002485.SZ,ST雪发,5.86,2.63,2.85,首次★,服装鞋类
600030.SH,中信证券,29.47,2.58,1.51,首次★,金融行业
300440.SZ,运达科技,21.88,2.58,0.92,首次★,电子信息
002925.SZ,盈趣科技,25.28,2.51,0.9,首次★,其他
300706.SZ,阿石创,88.46,2.44,0.94,首次★,其他
603010.SH,万盛股份,18.5,2.1,0.85,首次★,化工行业
002138.SZ,顺络电子,74.6,2.05,1.02,首次★,电子器件
603380.SH,易德龙,46.0,2.02,0.82,首次★,其他
301629.SZ,矽电股份,439.0,2.0,1.0,首次★,其他
000970.SZ,中科三环,15.49,1.97,1.48,首次★,电子信息
300331.SZ,苏大维格,72.43,1.86,1.14,首次★,电子器件
002068.SZ,黑猫股份,15.31,1.86,0.62,首次★,化工行业
000012.SZ,南  玻Ａ,5.25,1.74,1.73,首次★,玻璃行业
301365.SZ,矩阵股份,38.5,1.56,2.61,首次★,其他
688102.SH,斯瑞新材,47.87,1.46,0.93,首次★,其他
301072.SZ,中捷精工,41.6,1.44,1.06,首次★,其他
301235.SZ,华康洁净,76.0,1.32,1.29,首次★,其他
688486.SH,龙迅股份,64.39,1.27,1.19,首次★,其他
002983.SZ,芯瑞达,27.99,1.12,1.39,首次★,其他
002354.SZ,天娱数科,9.4,1.08,1.15,首次★,电子信息
300420.SZ,五洋自控,9.56,1.06,0.76,首次★,机械行业
300786.SZ,国林科技,25.33,1.04,0.91,首次★,其他
300151.SZ,昌红科技,25.17,0.88,0.94,首次★,机械行业
688150.SH,莱特光电,69.2,0.85,1.01,首次★,电子
300475.SZ,香农芯创,302.51,0.84,0.85,首次★,其他
300037.SZ,新宙邦,93.55,0.75,1.05,首次★,化工行业
688163.SH,赛伦生物,49.17,0.74,1.42,首次★,医药
301070.SZ,开勒股份,88.6,0.68,1.08,首次★,其他
002859.SZ,洁美科技,109.9,0.36,0.99,首次★,其他
300234.SZ,开尔新材,11.73,0.09,0.8,首次★,陶瓷行业
002965.SZ,祥鑫科技,50.92,-0.06,0.85,首次★,其他
688685.SH,迈信林,54.75,-0.27,1.08,首次★,其他
688173.SH,希荻微,19.07,-0.37,1.37,首次★,其他
688661.SH,和林微纳,158.1,-0.55,1.03,首次★,其他
688665.SH,四方光电,64.92,-1.19,1.05,首次★,电子
688653.SH,康希通信,17.13,-1.44,0.97,首次★,通信
001287.SZ,中电港,30.68,-1.51,1.09,首次★,其他
002158.SZ,汉钟精机,36.42,-1.78,1.22,首次★,机械行业
002077.SZ,大港股份,18.89,-2.07,1.13,首次★,房地产
600459.SH,贵研铂业,28.27,-2.11,0.91,首次★,有色金属
300458.SZ,全志科技,38.55,-2.31,0.84,首次★,其他
688045.SH,必易微,78.8,-2.45,1.23,首次★,其他
603407.SH,长裕集团,103.25,-2.61,0.76,首次★,次新股
600460.SH,士兰微,53.15,-2.76,0.93,首次★,电子器件
688809.SH,强一股份,605.74,-2.77,1.42,首次★,次新股
002079.SZ,苏州固锝,14.6,-2.86,1.06,首次★,电子器件
002272.SZ,川润股份,23.81,-2.94,1.27,首次★,机械行业
300873.SZ,海晨股份,28.72,20.02,4.17,持续,其他
688728.SH,格科微,25.25,20.01,2.38,持续,其他
300607.SZ,拓斯达,49.48,20.01,1.38,持续,其他
300852.SZ,四会富仕,83.09,20.0,1.72,持续,其他
688689.SH,银河微电,77.5,19.75,3.36,持续,其他
688721.SH,龙图光罩,69.24,18.6,2.41,持续,其他
688286.SH,敏芯股份,133.33,15.87,1.83,持续,其他
688578.SH,艾力斯,125.81,15.21,1.66,持续,其他
688432.SH,有研硅,45.8,14.59,1.21,持续,其他
300566.SZ,激智科技,42.24,14.32,1.39,持续,其他
300540.SZ,蜀道装备,43.21,14.01,1.48,持续,机械
301328.SZ,维峰电子,80.6,13.2,1.23,持续,电子
688652.SH,京仪装备,225.0,12.4,1.79,持续,机械
688266.SH,泽璟制药,130.0,11.43,1.34,持续,医药
688233.SH,神工股份,238.56,11.26,1.11,持续,其他
603001.SH,奥康国际,14.14,10.04,1.08,持续,服装鞋类
002635.SZ,安洁科技,22.5,10.02,0.1,持续,电子信息
600641.SH,先导基电,43.85,10.01,1.39,持续,房地产
600667.SH,太极实业,32.1,10.01,1.24,持续,电子器件
603991.SH,领先股份,155.27,10.0,2.08,持续,其他
001331.SZ,胜通能源,62.02,10.0,0.9,持续,电力
605178.SH,时空科技,104.3,10.0,0.74,持续,其他
605289.SH,罗曼股份,159.5,10.0,0.69,持续,其他
600857.SH,宁波中百,21.91,9.99,0.68,持续,商业百货
002407.SZ,多氟多,55.25,9.99,0.43,持续,化工行业
600397.SH,江钨装备,29.95,9.99,0.31,持续,煤炭行业
002653.SZ,海思科,72.96,9.98,1.99,持续,生物制药
688179.SH,阿拉丁,30.21,9.02,1.32,持续,其他
002317.SZ,众生药业,26.71,8.71,1.51,持续,生物制药
600378.SH,XD昊华科,81.0,7.46,1.59,持续,化工行业
688138.SH,清溢光电,50.39,7.21,1.14,持续,电子
301165.SZ,锐捷网络,85.92,6.8,2.9,持续,其他
003043.SZ,华亚智能,106.0,6.65,1.78,持续,人工智能
688046.SH,药康生物,25.77,6.49,1.2,持续,医药
300671.SZ,富满微,91.74,6.48,1.28,持续,其他
688584.SH,上海合晶,38.1,5.98,1.14,持续,其他
688545.SH,XD兴福电,140.9,5.89,0.93,持续,其他
688596.SH,正帆科技,83.66,5.82,1.27,持续,其他
002861.SZ,瀛通通讯,23.57,5.79,0.96,持续,其他
603155.SH,新亚强,30.23,5.77,1.14,持续,其他
002371.SZ,北方华创,935.36,5.74,1.12,持续,电子器件
301588.SZ,美新科技,46.23,5.64,1.29,持续,其他
688548.SH,广钢气体,55.0,5.57,1.16,持续,其他
600160.SH,巨化股份,55.85,5.36,1.12,持续,化工行业
002409.SZ,雅克科技,236.09,5.16,1.15,持续,化工行业
000100.SZ,TCL科技,6.12,5.15,1.49,持续,家电行业
688620.SH,安凯微,17.03,5.12,2.01,持续,其他
300480.SZ,光力科技,44.85,5.08,1.14,持续,其他
688669.SH,聚石化学,112.0,4.67,1.0,持续,化工
600707.SH,彩虹股份,17.66,4.56,1.28,持续,电子器件
605588.SH,冠石科技,70.11,4.38,1.57,持续,其他
301095.SZ,广立微,123.21,4.37,1.26,持续,其他
301528.SZ,多浦乐,85.34,4.2,1.18,持续,其他
002643.SZ,万润股份,21.82,4.15,1.06,持续,化工行业
603061.SH,金海通,523.0,4.14,1.25,持续,其他
300985.SZ,致远新能,40.07,4.08,1.26,持续,其他
301297.SZ,富乐德,63.74,4.08,1.19,持续,其他
300223.SZ,北京君正,259.05,4.08,1.06,持续,电子器件
688758.SH,赛分科技,22.88,3.95,1.39,持续,其他
301045.SZ,天禄科技,92.59,3.94,2.81,持续,其他
688268.SH,华特气体,277.95,3.91,0.97,持续,其他
603257.SH,中国瑞林,81.0,3.86,1.09,持续,其他
688401.SH,路维光电,99.49,3.66,0.92,持续,电子
603950.SH,长源东谷,87.3,3.4,1.61,持续,其他
301312.SZ,智立方,119.54,3.04,1.22,持续,其他
002106.SZ,莱宝高科,18.05,3.03,1.89,持续,电子器件
688550.SH,瑞联新材,59.55,2.94,1.19,持续,其他
688126.SH,沪硅产业,41.06,2.93,1.01,持续,其他
688181.SH,八亿时空,64.38,2.84,0.99,持续,其他
301093.SZ,华兰股份,139.01,2.49,1.48,持续,其他
301611.SZ,珂玛科技,184.48,2.45,0.86,持续,其他
688120.SH,华海清科,330.0,2.43,1.2,持续,其他
603223.SH,恒通股份,13.36,2.38,0.8,持续,其他
300843.SZ,胜蓝股份,159.5,2.08,1.26,持续,其他
688202.SH,美迪西,82.31,1.98,1.04,持续,其他
688008.SH,澜起科技,315.89,1.93,1.04,持续,其他
000551.SZ,创元科技,21.0,1.79,0.98,持续,机械行业
688216.SH,气派科技,42.75,1.76,1.17,持续,其他
001229.SZ,魅视科技,36.94,1.71,2.13,持续,其他
002631.SZ,德尔未来,11.48,1.68,1.2,持续,家具行业
688392.SH,骄成超声,231.0,1.68,0.84,持续,其他
688699.SH,明微电子,83.31,1.66,1.37,持续,电子
688123.SH,聚辰股份,215.0,1.13,0.77,持续,其他
688072.SH,拓荆科技,832.0,1.09,0.93,持续,其他
000810.SZ,创维数字,13.39,1.06,1.09,持续,电子器件
000725.SZ,京东方Ａ,8.77,1.04,1.09,持续,电子器件
688686.SH,奥普特,170.12,1.03,1.64,持续,其他
688200.SH,华峰测控,529.85,0.9,1.07,持续,其他
688115.SH,思林杰,82.99,0.9,0.86,持续,其他
300689.SZ,澄天伟业,70.8,0.88,0.88,持续,其他
002119.SZ,康强电子,40.2,0.7,1.03,持续,电子器件
301115.SZ,联检科技,35.27,0.6,0.95,持续,其他
301127.SZ,武汉天源,20.83,0.53,0.72,持续,其他
688219.SH,会通股份,12.99,0.39,1.1,持续,其他
300083.SZ,创世纪,13.66,0.29,0.78,持续,电子器件
688450.SH,光格科技,66.99,0.0,1.04,持续,其他
300429.SZ,强力新材,17.72,0.0,0.95,持续,化工行业
603283.SH,赛腾股份,80.96,-0.02,1.61,持续,其他
300382.SZ,斯莱克,23.08,-0.13,0.68,持续,机械行业
688783.SH,西安奕材,61.8,-0.19,1.0,持续,次新股
002955.SZ,鸿合科技,35.68,-0.2,1.84,持续,其他
600630.SH,龙头股份,9.72,-0.21,1.12,持续,纺织行业
688209.SH,英集芯,29.0,-0.28,1.26,持续,其他
600184.SH,光电股份,31.89,-0.37,1.12,持续,玻璃行业
688605.SH,先锋精科,103.53,-0.47,1.28,持续,其他
300321.SZ,同大股份,64.03,-0.54,1.24,持续,塑料制品
603290.SH,斯达半导,151.89,-0.69,1.58,持续,其他
688391.SH,钜泉科技,35.57,-0.84,1.46,持续,其他
002129.SZ,TCL中环,11.9,-1.0,1.17,持续,电子器件
301396.SZ,宏景科技,327.5,-1.24,0.63,持续,其他
301607.SZ,富特科技,51.59,-1.26,1.07,持续,其他
688727.SH,恒坤新材,73.85,-1.27,1.09,持续,次新股
603726.SH,朗迪集团,33.8,-1.31,1.52,持续,其他
688012.SH,中微公司,462.0,-1.39,1.05,持续,其他
688503.SH,聚和材料,130.8,-1.43,1.37,持续,其他
688261.SH,东微半导,103.38,-1.48,1.31,持续,其他
603270.SH,金帝股份,33.0,-1.52,1.31,持续,其他
002816.SZ,*ST和科,29.55,-1.73,1.26,持续,其他
688361.SH,中科飞测,422.0,-1.86,1.37,持续,其他
300077.SZ,国民技术,30.75,-1.91,1.01,持续,电子器件
688469.SH,芯联集成,10.39,-2.07,1.14,持续,其他
688332.SH,中科蓝讯,154.2,-2.1,0.78,持续,其他
002916.SZ,深南电路,448.02,-2.16,0.88,持续,其他
300975.SZ,商络电子,50.61,-2.2,1.18,持续,电子
300604.SZ,长川科技,333.67,-2.27,0.94,持续,其他
000811.SZ,冰轮环境,54.9,-2.35,0.77,持续,机械行业
000672.SZ,上峰材料,23.12,-2.36,0.98,持续,水泥行业
688702.SH,盛科通信,380.52,-2.43,0.89,持续,通信
002049.SZ,紫光国微,86.41,-2.64,1.2,持续,电子器件
603928.SH,兴业股份,14.4,-2.7,5.43,持续,其他
688981.SH,中芯国际,154.48,-2.73,0.99,持续,芯片
301369.SZ,联动科技,238.0,-2.86,0.99,持续,其他
002972.SZ,科安达,19.0,-2.86,0.97,持续,其他
