代码,名称,收盘价,涨幅%,量比,标签,板块
688629.SH,华丰科技,179.4,-0.64,1.09,首次★,其他
300263.SZ,隆华科技,16.6,-0.66,1.11,首次★,机械行业
600909.SH,华安证券,11.95,-2.21,1.02,首次★,金融
688017.SH,绿的谐波,413.05,-2.58,1.3,首次★,其他
688511.SH,天微电子,31.0,-2.61,1.27,首次★,电子
688216.SH,气派科技,51.3,20.0,1.91,持续,其他
002559.SZ,亚威股份,15.38,10.01,0.95,持续,机械行业
600641.SH,先导基电,48.24,10.01,0.7,持续,房地产
605020.SH,永和股份,48.39,10.0,1.28,持续,其他
601678.SH,滨化股份,7.7,10.0,0.95,持续,化工行业
002354.SZ,天娱数科,10.34,10.0,0.19,持续,电子信息
600630.SH,龙头股份,10.69,9.98,1.22,持续,纺织行业
603078.SH,江化微,56.9,8.05,1.33,持续,其他
600322.SH,津投城开,3.09,8.04,1.69,持续,房地产
002653.SZ,海思科,78.8,8.0,1.82,持续,生物制药
603823.SH,百合花,61.22,7.82,0.88,持续,其他
605178.SH,时空科技,112.28,7.65,1.3,持续,其他
002167.SZ,东方锆业,26.05,7.29,1.17,持续,有色金属
002422.SZ,科伦药业,44.75,6.67,1.77,持续,生物制药
301045.SZ,天禄科技,98.31,6.18,1.7,持续,其他
301588.SZ,美新科技,48.88,5.73,1.5,持续,其他
603270.SH,金帝股份,34.88,5.7,1.63,持续,其他
688571.SH,杭华股份,11.06,5.33,2.83,持续,其他
002955.SZ,鸿合科技,37.54,5.21,1.26,持续,其他
300720.SZ,海川智能,115.74,4.93,1.04,持续,人工智能
688266.SH,泽璟制药,136.31,4.85,1.5,持续,医药
688163.SH,赛伦生物,51.4,4.54,1.51,持续,医药
300873.SZ,海晨股份,30.01,4.49,2.66,持续,其他
603607.SH,京华激光,26.6,4.07,1.28,持续,其他
688578.SH,艾力斯,130.87,4.02,1.73,持续,其他
600366.SH,宁波韵升,16.63,4.0,1.47,持续,仪器仪表
603257.SH,中国瑞林,84.2,3.95,1.02,持续,其他
000970.SZ,中科三环,16.1,3.94,1.55,持续,电子信息
000725.SZ,京东方Ａ,9.1,3.76,1.28,持续,电子器件
301365.SZ,矩阵股份,39.93,3.71,1.97,持续,其他
301072.SZ,中捷精工,43.09,3.58,1.36,持续,其他
600857.SH,宁波中百,22.63,3.29,1.26,持续,商业百货
300985.SZ,致远新能,41.39,3.29,1.1,持续,其他
688689.SH,银河微电,80.0,3.23,1.48,持续,其他
301281.SZ,科源制药,58.05,3.13,1.61,持续,医药
603120.SH,肯特催化,60.37,2.86,2.19,持续,其他
002687.SZ,乔治白,5.54,2.03,0.7,持续,服装鞋类
001229.SZ,魅视科技,37.5,1.52,1.15,持续,其他
600378.SH,XD昊华科,82.17,1.44,1.19,持续,化工行业
301617.SZ,博苑新材,66.21,1.24,1.3,持续,其他
301607.SZ,富特科技,52.22,1.22,1.03,持续,其他
688391.SH,钜泉科技,36.0,1.21,1.42,持续,其他
688117.SH,圣诺生物,29.2,1.11,1.25,持续,医药
688072.SH,拓荆科技,832.0,1.09,0.93,持续,其他
603223.SH,恒通股份,13.46,0.75,0.93,持续,其他
300671.SZ,富满微,92.24,0.55,1.14,持续,其他
688432.SH,有研硅,45.91,0.24,1.07,持续,其他
301328.SZ,维峰电子,80.66,0.07,1.26,持续,电子
603379.SH,三美股份,83.48,0.0,2.17,持续,其他
688207.SH,格灵深瞳,22.58,-0.04,1.32,持续,其他
605208.SH,永茂泰,16.47,-0.48,1.27,持续,其他
688168.SH,安博通,71.98,-0.62,0.84,持续,其他
300420.SZ,五洋自控,9.5,-0.63,0.78,持续,机械行业
001331.SZ,胜通能源,61.6,-0.68,1.15,持续,电力
002079.SZ,苏州固锝,14.49,-0.75,0.96,持续,电子器件
002407.SZ,多氟多,54.82,-0.78,2.8,持续,化工行业
002317.SZ,众生药业,26.49,-0.82,1.24,持续,生物制药
688486.SH,龙迅股份,63.85,-0.84,1.0,持续,其他
002747.SZ,埃斯顿,40.7,-0.88,2.08,持续,机械行业
688219.SH,会通股份,12.87,-0.92,0.93,持续,其他
001256.SZ,炜冈科技,29.7,-1.07,2.69,持续,其他
603662.SH,柯力传感,73.82,-1.09,1.6,持续,其他
300558.SZ,贝达药业,67.2,-1.1,1.02,持续,医药
300234.SZ,开尔新材,11.6,-1.11,0.9,持续,陶瓷行业
300801.SZ,泰和科技,34.99,-1.3,0.82,持续,其他
688173.SH,希荻微,18.81,-1.36,1.47,持续,其他
300083.SZ,创世纪,13.47,-1.39,1.03,持续,电子器件
688549.SH,中巨芯,40.01,-1.45,1.07,持续,其他
688209.SH,英集芯,28.54,-1.59,1.09,持续,其他
300440.SZ,运达科技,21.52,-1.65,0.98,持续,电子信息
600160.SH,巨化股份,54.83,-1.83,1.13,持续,化工行业
301555.SZ,惠柏新材,45.85,-2.18,1.0,持续,其他
603519.SH,立霸股份,15.58,-2.2,1.02,持续,家电行业
603991.SH,领先股份,151.1,-2.69,1.23,持续,其他
688105.SH,诺唯赞,18.05,-2.96,0.84,持续,其他
