代码,名称,收盘价,涨幅%,量比,标签,板块
300304.SZ,云意电气,16.82,9.43,1.25,首次★,汽车制造
002733.SZ,雄韬股份,37.73,9.27,1.88,首次★,电器行业
002138.SZ,顺络电子,61.3,9.15,0.74,首次★,电子器件
603995.SH,甬金股份,21.31,8.56,2.18,首次★,其他
002768.SZ,国恩股份,75.81,8.39,2.77,首次★,其他
003022.SZ,联泓新科,27.25,7.66,1.42,首次★,其他
301128.SZ,强瑞技术,176.2,7.51,0.95,首次★,其他
603269.SH,海鸥股份,24.51,7.45,1.78,首次★,其他
688665.SH,四方光电,58.0,6.23,1.2,首次★,电子
688456.SH,有研粉材,140.05,6.06,0.87,首次★,其他
688156.SH,路德科技,28.63,5.92,1.38,首次★,其他
000151.SZ,中成股份,14.75,5.81,2.43,首次★,物资外贸
000691.SZ,亚太实业,10.51,5.42,1.45,首次★,房地产
301528.SZ,多浦乐,93.33,5.01,1.13,首次★,其他
603595.SH,ST东尼,26.76,4.98,1.68,首次★,其他
600906.SH,财达证券,7.33,4.86,2.74,首次★,金融
603586.SH,金麒麟,19.3,4.78,7.14,首次★,其他
600999.SH,招商证券,18.5,4.58,2.41,首次★,金融行业
300120.SZ,经纬辉开,9.51,4.28,0.93,首次★,发电设备
002674.SZ,兴业科技,16.65,4.06,1.2,首次★,服装鞋类
300568.SZ,星源材质,18.7,2.92,1.01,首次★,其他
688507.SH,索辰科技,253.57,2.37,0.91,首次★,其他
600458.SH,时代新材,15.9,1.47,1.14,首次★,塑料制品
301526.SZ,国际复材,34.13,20.01,0.95,持续,其他
301217.SZ,铜冠铜箔,170.16,20.0,1.17,持续,有色金属
300570.SZ,太辰光,222.1,20.0,0.96,持续,其他
301176.SZ,逸豪新材,67.92,20.0,0.54,持续,其他
688257.SH,新锐股份,96.42,19.99,1.72,持续,其他
688020.SH,方邦股份,227.2,18.64,1.27,持续,其他
300976.SZ,达瑞电子,79.31,18.36,1.46,持续,电子
301377.SZ,鼎泰高科,553.56,17.45,1.04,持续,其他
301568.SZ,思泰克,102.87,16.98,1.12,持续,其他
301511.SZ,德福科技,161.07,16.5,1.02,持续,其他
688598.SH,金博股份,39.37,16.14,1.51,持续,其他
688388.SH,嘉元科技,66.79,15.41,1.42,持续,其他
688323.SH,瑞华泰,49.62,15.13,0.9,持续,其他
688300.SH,联瑞新材,213.11,13.32,1.01,持续,其他
688627.SH,精智达,468.0,12.91,1.2,持续,其他
688630.SH,芯碁微装,438.19,11.22,1.03,持续,其他
300400.SZ,劲拓股份,43.21,10.03,0.93,持续,机械行业
000657.SZ,中钨高新,86.9,10.0,1.06,持续,有色金属
603256.SH,宏和科技,228.68,10.0,0.9,持续,其他
600176.SH,中国巨石,45.77,10.0,0.87,持续,玻璃行业
003036.SZ,泰坦股份,90.38,10.0,0.75,持续,其他
600183.SH,生益科技,166.41,10.0,0.64,持续,电子器件
600110.SH,诺德股份,14.23,9.97,0.38,持续,电力行业
603124.SH,江南新材,196.0,9.68,1.0,持续,其他
688689.SH,银河微电,46.82,9.26,2.27,持续,其他
300566.SZ,激智科技,35.19,9.08,1.32,持续,其他
688383.SH,新益昌,171.5,8.54,1.22,持续,其他
600228.SH,返利科技,8.11,8.42,1.06,持续,化工行业
002636.SZ,金安国纪,97.34,8.3,1.15,持续,电子器件
688059.SH,华锐精密,195.8,8.22,1.17,持续,其他
300747.SZ,锐科激光,51.89,8.19,0.99,持续,其他
002937.SZ,兴瑞科技,40.42,7.5,1.97,持续,其他
600498.SH,烽火通信,67.83,7.44,0.92,持续,电子信息
300825.SZ,阿尔特,16.35,7.21,1.26,持续,其他
002718.SZ,友邦吊顶,108.5,6.92,1.3,持续,家具行业
601208.SH,东材科技,65.22,6.81,0.86,持续,化工行业
688545.SH,XD兴福电,115.0,6.48,1.2,持续,其他
300307.SZ,慈星股份,8.73,6.46,1.67,持续,机械行业
601137.SH,博威合金,25.88,6.02,1.35,持续,有色金属
300706.SZ,阿石创,76.1,5.92,1.52,持续,其他
002203.SZ,海亮股份,24.79,5.76,3.56,持续,有色金属
301323.SZ,新莱福,108.8,4.84,2.48,持续,其他
301389.SZ,隆扬电子,97.24,4.57,1.27,持续,电子
003043.SZ,华亚智能,85.1,4.3,0.83,持续,人工智能
600500.SH,中化国际,8.24,3.91,3.47,持续,物资外贸
688163.SH,赛伦生物,46.25,2.69,1.95,持续,医药
603823.SH,百合花,44.15,2.65,1.0,持续,其他
300234.SZ,开尔新材,11.08,2.59,1.23,持续,陶瓷行业
002832.SZ,比音勒芬,21.7,1.54,1.3,持续,其他
688662.SH,富信科技,116.87,1.01,1.54,持续,其他
603608.SH,天创时尚,26.58,0.72,1.46,持续,其他
600919.SH,江苏银行,11.81,-0.67,1.08,持续,金融
603065.SH,宿迁联盛,13.4,-1.47,6.53,持续,其他
601328.SH,交通银行,7.01,-1.82,1.2,持续,金融行业
002971.SZ,和远气体,56.78,-2.15,1.48,持续,其他
603120.SH,肯特催化,56.2,-2.84,1.99,持续,其他
