代码,名称,收盘价,涨幅%,量比,标签,板块
002138.SZ,顺络电子,66.52,8.53,1.1,持续,电子器件
605006.SH,山东玻纤,26.0,8.42,1.19,持续,其他
002436.SZ,兴森科技,47.8,8.39,1.54,持续,电子器件
300488.SZ,恒锋工具,47.99,8.33,1.39,持续,其他
301021.SZ,英诺激光,115.6,7.97,1.35,持续,其他
688332.SH,中科蓝讯,127.54,7.9,0.82,持续,其他
688777.SH,中控技术,117.2,7.08,0.82,持续,其他
300037.SZ,新宙邦,86.02,6.99,1.15,持续,化工行业
688300.SH,联瑞新材,235.24,6.93,0.95,持续,其他
688403.SH,汇成股份,28.82,6.9,0.92,持续,其他
003036.SZ,泰坦股份,104.79,6.7,0.96,持续,其他
301377.SZ,鼎泰高科,590.0,6.58,0.99,持续,其他
001359.SZ,平安电工,129.15,6.38,1.24,持续,金融
603738.SH,泰晶科技,59.0,6.29,1.15,持续,其他
688147.SH,微导纳米,116.07,6.29,0.93,持续,其他
300720.SZ,海川智能,84.5,6.21,1.26,持续,人工智能
002585.SZ,双星新材,14.86,6.07,1.78,持续,塑料制品
300433.SZ,蓝思科技,51.21,5.92,0.96,持续,电子器件
301630.SZ,同宇新材,353.88,5.79,0.86,持续,次新股
301321.SZ,翰博高新,38.16,5.39,0.71,持续,其他
300606.SZ,金太阳,46.79,4.91,0.87,持续,其他
000636.SZ,风华高科,74.06,4.89,0.92,持续,电子器件
002972.SZ,科安达,16.56,4.81,1.41,持续,其他
000920.SZ,沃顿科技,15.04,4.81,0.95,持续,交通运输
600909.SH,华安证券,8.79,4.77,1.03,持续,金融
301099.SZ,雅创电子,92.87,4.5,1.73,持续,电子
300031.SZ,宝通科技,28.16,4.45,1.23,持续,化工行业
301086.SZ,鸿富瀚,206.99,4.41,1.13,持续,其他
301182.SZ,凯旺科技,98.3,4.35,0.93,持续,其他
002463.SZ,沪电股份,146.55,4.2,1.06,持续,电子器件
688433.SH,华曙高科,114.38,4.18,1.99,持续,其他
002815.SZ,崇达技术,20.14,4.08,1.29,持续,其他
301526.SZ,国际复材,40.23,4.01,1.18,持续,其他
002515.SZ,金字火腿,9.47,3.95,2.57,持续,食品行业
688383.SH,新益昌,184.0,3.95,0.69,持续,其他
603011.SH,合锻智能,35.95,3.9,0.98,持续,机械行业
000691.SZ,亚太实业,11.58,3.86,1.23,持续,房地产
300679.SZ,电连技术,66.31,3.79,1.42,持续,其他
603373.SH,安邦护卫,39.95,3.77,1.36,持续,其他
688757.SH,胜科纳米,59.7,3.74,1.25,持续,其他
600498.SH,烽火通信,76.68,3.62,0.86,持续,电子信息
300408.SZ,三环集团,155.46,3.49,1.19,持续,电子器件
002971.SZ,和远气体,61.25,3.39,1.11,持续,其他
688456.SH,有研粉材,159.62,3.33,0.73,持续,其他
300661.SZ,圣邦股份,131.55,3.18,0.76,持续,其他
002384.SZ,东山精密,256.92,3.16,1.22,持续,电子信息
300568.SZ,星源材质,20.3,3.15,0.86,持续,其他
603678.SH,火炬电子,69.71,2.97,1.23,持续,电子器件
002824.SZ,和胜股份,35.94,2.95,1.68,持续,其他
603256.SH,宏和科技,258.9,2.92,1.27,持续,其他
002913.SZ,奥士康,67.68,2.87,1.27,持续,其他
301218.SZ,华是科技,46.0,2.82,0.9,持续,其他
300576.SZ,容大感光,51.22,2.69,0.63,持续,其他
688432.SH,有研硅,26.26,2.62,1.03,持续,其他
688630.SH,芯碁微装,475.77,2.58,0.94,持续,其他
300843.SZ,胜蓝股份,120.6,2.53,1.29,持续,其他
603065.SH,宿迁联盛,14.81,2.49,2.2,持续,其他
300586.SZ,美联新材,14.72,2.36,1.22,持续,其他
688484.SH,南芯科技,53.9,2.34,1.76,持续,其他
603595.SH,ST东尼,27.59,2.34,0.86,持续,其他
605289.SH,罗曼股份,133.2,2.13,1.6,持续,其他
600114.SH,东睦股份,43.24,2.1,0.82,持续,机械行业
300410.SZ,正业科技,13.26,2.08,1.15,持续,仪器仪表
688625.SH,呈和科技,93.65,2.04,1.29,持续,其他
601208.SH,东材科技,73.2,2.04,1.02,持续,化工行业
688700.SH,东威科技,99.77,1.94,0.86,持续,其他
301568.SZ,思泰克,114.67,1.84,0.99,持续,其他
688368.SH,晶丰明源,205.1,1.79,0.68,持续,其他
600206.SH,有研新材,39.79,1.74,1.21,持续,电子器件
002552.SZ,宝鼎科技,72.16,1.73,1.6,持续,机械行业
600500.SH,中化国际,9.2,1.55,2.28,持续,物资外贸
300976.SZ,达瑞电子,89.06,1.53,0.93,持续,电子
688183.SH,生益电子,141.07,1.52,1.28,持续,电子
300709.SZ,精研科技,61.01,1.51,0.72,持续,其他
300806.SZ,斯迪克,98.4,1.44,1.34,持续,其他
600522.SH,中天科技,54.91,1.4,0.95,持续,电子信息
600226.SH,亨通股份,8.87,1.37,1.04,持续,农药化肥
300570.SZ,太辰光,265.99,1.03,0.94,持续,其他
301132.SZ,满坤科技,44.48,0.98,1.06,持续,其他
002768.SZ,国恩股份,78.36,0.89,1.09,持续,其他
300489.SZ,光智科技,214.0,0.86,1.29,持续,其他
300620.SZ,光库科技,395.2,0.69,0.82,持续,其他
301362.SZ,民爆光电,233.99,0.63,0.94,持续,电子
600596.SH,新安股份,15.99,0.5,0.93,持续,农药化肥
688603.SH,天承科技,196.12,0.44,1.49,持续,其他
600183.SH,生益科技,180.15,0.42,1.37,持续,电子器件
300870.SZ,欧陆通,374.01,0.27,0.83,持续,其他
002903.SZ,宇环数控,53.32,0.21,0.89,持续,其他
688045.SH,必易微,78.55,0.19,0.96,持续,其他
600641.SH,先导基电,33.0,0.18,0.83,持续,房地产
301536.SZ,星宸科技,110.06,-0.26,0.83,持续,其他
688156.SH,路德科技,29.19,-0.48,1.06,持续,其他
300814.SZ,中富电路,180.25,-0.62,1.06,持续,其他
300331.SZ,苏大维格,71.13,-0.85,0.95,持续,电子器件
605589.SH,XD圣泉集,66.4,-0.98,1.06,持续,其他
002965.SZ,祥鑫科技,42.5,-0.98,0.67,持续,其他
605376.SH,博迁新材,210.28,-1.28,1.29,持续,其他
601137.SH,博威合金,26.01,-1.4,0.8,持续,有色金属
600888.SH,XD新疆众,12.3,-1.52,2.09,持续,有色金属
301031.SZ,中熔电气,124.92,-1.61,0.88,持续,其他
688237.SH,超卓航科,57.53,-1.67,1.63,持续,其他
300868.SZ,杰美特,139.1,-1.76,0.94,持续,其他
300145.SZ,南方泵业,5.55,-1.77,1.46,持续,机械行业
301176.SZ,逸豪新材,79.89,-1.98,1.28,持续,其他
002051.SZ,中工国际,12.5,-2.11,1.65,持续,建筑建材
600458.SH,时代新材,17.08,-2.34,1.24,持续,塑料制品
001257.SZ,盛龙股份,32.72,-2.5,3.21,持续,次新股
