代码,名称,收盘价,涨幅%,量比,标签,板块
002057.SZ,中钢天源,11.68,2.82,1.63,首次★,电子器件
000001.SZ,平安银行,11.24,2.74,1.71,首次★,金融行业
000657.SZ,中钨高新,79.0,1.35,1.65,首次★,有色金属
688669.SH,聚石化学,48.41,-0.58,0.96,首次★,化工
000921.SZ,海信家电,28.7,-2.05,3.03,持续,家电行业
