代码,名称,收盘价,涨幅%,量比,标签,板块
000811.SZ,冰轮环境,44.19,10.01,2.57,首次★,机械行业
000823.SZ,超声电子,23.76,10.0,1.19,首次★,电子器件
000657.SZ,中钨高新,108.33,10.0,0.69,首次★,有色金属
000510.SZ,新金路,24.31,10.0,0.38,首次★,化工行业
000070.SZ,特发信息,22.8,9.99,0.34,首次★,电子信息
000519.SZ,中兵红箭,22.37,9.98,2.14,首次★,机械行业
000831.SZ,中国稀土,66.3,7.11,1.19,首次★,有色金属
000021.SZ,深科技,46.68,5.99,1.22,首次★,电子信息
000725.SZ,京东方Ａ,6.93,5.8,1.28,首次★,电子器件
000668.SZ,荣丰控股,23.43,5.26,1.46,首次★,房地产
000608.SZ,阳光股份,7.64,0.66,1.13,首次★,房地产
